Source,Destination,Length,Sequence,MessageType,Label
0,3,58,43814,0,0
0,3,58,43814,8,0
0,3,60,43776,8,1
0,3,60,43795,0,1
0,3,58,43815,0,0
0,3,58,43815,8,0
0,3,60,43795,8,1
0,3,78,22690,11,0
0,3,60,43786,0,1
0,3,58,43816,8,0
0,3,60,43796,0,1
0,3,60,43796,8,1
0,3,78,22691,11,0
0,3,60,43772,8,1
0,3,58,43818,0,0
0,3,58,43818,8,0
0,3,60,43797,0,1
0,3,58,43819,0,0
0,3,58,43819,8,0
0,3,60,43797,8,1
0,3,60,43782,0,1
0,3,78,22692,11,0
0,3,58,43820,0,0
0,3,58,43820,8,0
0,3,60,43787,0,1
0,3,60,43798,0,1
0,3,58,43821,0,0
0,3,58,43821,8,0
0,3,60,43798,8,1
0,3,60,43787,8,1
0,3,78,22693,11,0
0,3,58,43822,0,0
0,3,58,43822,8,0
0,3,60,43799,0,1
0,3,60,43799,8,1
0,3,58,43823,0,0
0,3,58,43823,8,0
0,3,60,43782,8,1
0,3,78,22694,11,0
0,3,60,43800,0,1
0,3,58,43824,0,0
0,3,58,43824,8,0
0,3,60,43800,8,1
0,3,60,43788,0,1
0,3,58,43825,0,0
0,3,58,43825,8,0
0,3,60,43788,8,1
0,3,78,22695,11,0
0,3,60,43801,0,1
0,3,58,43826,0,0
0,3,58,43826,8,0
0,3,60,43801,8,1
0,3,60,43775,0,1
0,3,58,43827,0,0
0,3,58,43827,8,0
0,3,60,43783,0,1
0,3,78,22696,11,0
1,3,60,28613,1,0
0,3,68,28613,9,0
0,3,58,43828,0,0
0,3,58,43828,8,0
0,3,60,43802,0,1
0,3,60,43789,8,1
0,3,58,43831,0,0
0,3,58,43831,8,0
0,3,60,43803,0,1
0,3,78,22698,11,0
0,3,60,43803,8,1
0,3,58,43832,0,0
0,3,58,43832,8,0
0,3,60,43783,8,1
0,3,60,43790,0,1
0,3,58,43833,0,0
0,3,58,43833,8,0
0,3,60,43804,0,1
0,3,78,22699,11,0
0,3,60,43804,8,1
0,3,58,43834,0,0
0,3,58,43834,8,0
0,3,60,43790,8,1
0,3,60,43805,0,1
0,3,58,43835,0,0
0,3,58,43835,8,0
0,3,60,43805,8,1
0,3,78,22700,11,0
0,3,58,43836,0,0
0,3,58,43836,8,0
0,3,60,43779,0,1
0,3,60,43784,0,1
0,3,58,43837,0,0
0,3,58,43837,8,0
0,3,60,43806,0,1
0,3,78,22701,11,0
0,3,60,43806,8,1
0,3,58,43838,0,0
0,3,58,43838,8,0
0,3,60,43791,0,1
0,3,60,43791,8,1
0,3,58,43839,0,0
0,3,58,43839,8,0
0,3,60,43807,0,1
0,3,60,43807,8,1
0,3,58,43840,8,0
0,3,78,22703,11,0
0,3,58,43842,0,0
0,3,58,43842,8,0
0,3,60,43808,8,1
0,3,60,43792,0,1
0,3,58,43843,0,0
0,3,58,43843,8,0
0,3,60,43809,0,1
0,3,78,22704,11,0
0,3,60,43809,8,1
0,3,58,43844,0,0
0,3,58,43844,8,0
0,3,60,43792,8,1
0,3,58,43845,0,0
0,3,58,43845,8,0
0,3,60,43781,0,1
0,3,78,22705,11,0
0,3,60,43810,0,1
0,3,58,43846,0,0
0,3,58,43846,8,0
0,3,60,43810,8,1
0,3,60,43785,0,1
0,3,58,43847,0,0
0,3,58,43847,8,0
0,3,60,43811,8,1
0,3,58,43849,0,0
0,3,58,43849,8,0
0,3,60,43793,8,1
0,3,78,22707,11,0
0,3,58,43850,0,0
0,3,58,43850,8,0
0,3,60,43785,8,1
0,3,60,43812,0,1
0,3,58,43851,0,0
0,3,58,43851,8,0
0,3,60,43812,8,1
0,3,78,22708,11,0
0,3,60,43781,8,1
0,3,58,43852,0,0
0,3,58,43852,8,0
0,3,60,43794,0,1
0,3,60,43813,0,1
0,3,58,43853,0,0
0,3,58,43853,8,0
0,3,60,43813,8,1
0,3,78,22709,11,0
0,3,60,43794,8,1
0,3,58,43854,0,0
0,3,58,43854,8,0
0,3,60,43814,0,1
0,3,58,43855,0,0
0,3,58,43855,8,0
0,3,60,43814,8,1
0,3,78,22710,11,0
0,3,60,43776,8,1
0,3,58,43856,0,0
0,3,58,43856,8,0
0,3,60,43795,0,1
0,3,60,43815,0,1
0,3,58,43859,0,0
0,3,58,43859,8,0
0,3,60,43816,8,1
0,3,78,22712,11,0
0,3,60,43786,8,1
0,3,58,43860,0,0
0,3,58,43860,8,0
0,3,60,43796,0,1
0,3,58,43861,0,0
0,3,60,43817,0,1
0,3,58,43861,8,0
0,3,60,43817,8,1
0,3,78,22713,11,0
0,3,58,43862,0,0
0,3,58,43862,8,0
0,3,60,43796,8,1
0,3,60,43772,8,1
0,3,58,43863,0,0
0,3,58,43863,8,0
0,3,60,43818,0,1
0,3,78,22714,11,0
0,3,60,43818,8,1
0,3,58,43864,0,0
0,3,58,43864,8,0
0,3,60,43797,0,1
0,3,60,43819,0,1
0,3,58,43865,0,0
0,3,58,43865,8,0
0,3,60,43819,8,1
0,3,78,22715,11,0
0,3,58,43866,0,0
0,3,58,43866,8,0
0,3,60,43797,8,1
0,3,60,43782,0,1
0,3,58,43867,0,0
0,3,58,43867,8,0
0,3,60,43798,0,1
0,3,60,43821,0,1
0,3,78,22717,11,0
0,3,58,43870,0,0
0,3,58,43870,8,0
0,3,60,43821,8,1
1,3,60,28615,1,0
0,3,68,28615,9,0
0,3,60,43798,8,1
0,3,58,43871,0,0
0,3,58,43871,8,0
0,3,78,22718,11,0
0,3,60,43800,0,1
0,3,58,43872,0,0
0,3,58,43872,8,0
0,3,60,43824,0,1
0,3,58,43873,0,0
0,3,58,43873,8,0
0,3,60,43788,0,1
0,3,78,22719,11,0
0,3,60,43825,0,1
0,3,58,43874,0,0
0,3,58,43874,8,0
0,3,60,43826,0,1
0,3,60,43775,0,1
0,3,58,43875,0,0
0,3,58,43875,8,0
0,3,60,43827,0,1
0,3,78,22720,11,0
0,3,60,43827,8,1
0,3,58,43876,0,0
0,3,58,43876,8,0
0,3,60,43802,8,1
0,3,60,43831,0,1
0,3,60,43832,0,1
0,3,60,43790,0,1
0,3,58,43879,0,0
0,3,58,43879,8,0
0,3,60,43833,0,1
0,3,78,22722,11,0
0,3,60,43833,8,1
0,3,58,43880,0,0
0,3,58,43880,8,0
0,3,60,43804,0,1
0,3,58,43881,0,0
0,3,58,43881,8,0
0,3,60,43836,0,1
0,3,60,43784,0,1
0,3,78,22723,11,0
0,3,58,43882,0,0
0,3,58,43882,8,0
0,3,60,43837,0,1
0,3,60,43837,8,1
0,3,58,43883,0,0
0,3,58,43883,8,0
0,3,60,43838,0,1
0,3,78,22724,11,0
0,3,60,43807,0,1
0,3,58,43884,0,0
0,3,58,43884,8,0
0,3,60,43807,8,1
0,3,60,43784,8,1
0,3,58,43885,0,0
0,3,58,43885,8,0
0,3,60,43776,0,1
0,3,78,22725,11,0
0,3,60,43841,0,1
0,3,58,43886,0,0
0,3,58,43886,8,0
0,3,60,43808,0,1
0,3,60,43842,0,1
0,3,58,43887,0,0
0,3,58,43887,8,0
0,3,60,43792,0,1
0,3,78,22726,11,0
0,3,58,43888,0,0
0,3,58,43888,8,0
0,3,60,43809,0,1
0,3,60,43809,8,1
0,3,60,43810,8,1
0,3,58,43891,0,0
0,3,58,43891,8,0
0,3,60,43785,0,1
0,3,78,22728,11,0
0,3,58,43892,0,0
0,3,60,43811,0,1
0,3,58,43892,8,0
0,3,60,43811,8,1
0,3,58,43893,0,0
0,3,58,43893,8,0
0,3,60,43849,0,1
0,3,78,22729,11,0
0,3,60,43849,8,1
0,3,58,43894,0,0
0,3,58,43894,8,0
0,3,60,43793,8,1
0,3,58,43895,0,0
0,3,58,43895,8,0
0,3,60,43850,0,1
1,3,60,28616,1,0
0,3,68,28616,9,0
0,3,78,22730,11,0
0,3,60,43812,0,1
0,3,58,43896,0,0
0,3,58,43896,8,0
0,3,60,43851,0,1
0,3,60,43851,8,1
0,3,58,43897,0,0
0,3,58,43897,8,0
0,3,60,43852,0,1
0,3,78,22731,11,0
0,3,60,43813,0,1
0,3,58,43898,0,0
0,3,58,43898,8,0
0,3,60,43813,8,1
0,3,60,43814,0,1
0,3,58,43899,0,0
0,3,58,43899,8,0
0,3,78,22732,11,0
0,3,60,43855,0,1
1,3,60,28617,1,0
0,3,68,28617,9,0
0,3,58,43900,0,0
0,3,58,43900,8,0
0,3,60,43855,8,1
0,3,60,43858,0,1
0,3,58,43903,0,0
0,3,58,43903,8,0
0,3,78,22734,11,0
0,3,60,43858,8,1
0,3,58,43904,0,0
0,3,58,43904,8,0
0,3,60,43786,8,1
0,3,60,43796,0,1
0,3,58,43905,0,0
0,3,58,43905,8,0
0,3,60,43817,0,1
0,3,78,22735,11,0
0,3,60,43861,0,1
0,3,58,43906,0,0
0,3,58,43906,8,0
0,3,60,43817,8,1
0,3,60,43862,0,1
0,3,58,43907,0,0
0,3,58,43907,8,0
0,3,78,22736,11,0
0,3,60,43772,8,1
0,3,58,43908,0,0
0,3,58,43908,8,0
0,3,60,43863,0,1
0,3,58,43909,0,0
0,3,58,43909,8,0
0,3,60,43863,8,1
0,3,78,22737,11,0
0,3,60,43819,0,1
0,3,58,43910,0,0
0,3,58,43910,8,0
0,3,60,43865,0,1
0,3,58,43911,0,0
0,3,58,43911,8,0
0,3,60,43819,8,1
0,3,78,22738,11,0
0,3,58,43912,0,0
0,3,58,43912,8,0
0,3,60,43866,0,1
0,3,58,43913,0,0
0,3,60,43798,0,1
0,3,58,43915,0,0
0,3,58,43915,8,0
0,3,78,22740,11,0
0,3,60,43821,0,1
0,3,58,43916,0,0
0,3,58,43916,8,0
0,3,60,43870,0,1
0,3,58,43917,0,0
0,3,58,43917,8,0
0,3,78,22741,11,0
0,3,60,43787,8,1
0,3,58,43918,0,0
0,3,58,43919,0,0
0,3,58,43919,8,0
0,3,78,22742,11,0
0,3,60,43872,8,1
1,3,60,28618,1,0
0,3,68,28618,9,0
0,3,58,43920,0,0
0,3,58,43920,8,0
0,3,60,43824,0,1
0,3,60,43873,0,1
0,3,58,43921,0,0
0,3,58,43921,8,0
0,3,60,43873,8,1
0,3,78,22743,11,0
0,3,60,43788,0,1
0,3,58,43922,0,0
0,3,58,43922,8,0
0,3,60,43825,0,1
0,3,60,43874,0,1
0,3,58,43923,0,0
0,3,58,43923,8,0
0,3,60,43874,8,1
0,3,78,22744,11,0
0,3,60,43826,0,1
0,3,58,43924,0,0
0,3,58,43924,8,0
0,3,60,43775,0,1
0,3,60,43875,0,1
0,3,58,43925,0,0
0,3,58,43925,8,0
0,3,60,43875,8,1
0,3,78,22745,11,0
0,3,58,43926,0,0
0,3,58,43926,8,0
0,3,60,43827,0,1
0,3,60,43827,8,1
0,3,58,43927,0,0
0,3,58,43927,8,0
0,3,60,43876,0,1
0,3,78,22746,11,0
0,3,58,43930,0,0
0,3,58,43930,8,0
0,3,60,43877,8,1
0,3,60,43789,8,1
0,3,58,43931,0,0
0,3,58,43931,8,0
0,3,60,43831,0,1
0,3,78,22748,11,0
0,3,60,43878,0,1
0,3,58,43932,0,0
0,3,58,43932,8,0
0,3,60,43878,8,1
0,3,60,43832,0,1
0,3,58,43933,0,0
0,3,58,43933,8,0
0,3,60,43790,0,1
0,3,78,22749,11,0
0,3,60,43879,0,1
0,3,58,43934,0,0
0,3,58,43934,8,0
0,3,60,43879,8,1
0,3,60,43833,0,1
0,3,58,43935,0,0
0,3,58,43935,8,0
0,3,60,43833,8,1
0,3,78,22750,11,0
0,3,58,43936,0,0
0,3,58,43936,8,0
0,3,60,43880,0,1
0,3,60,43880,8,1
0,3,58,43937,0,0
0,3,58,43937,8,0
0,3,60,43804,0,1
0,3,78,22751,11,0
0,3,60,43881,0,1
0,3,58,43938,0,0
0,3,58,43938,8,0
0,3,60,43881,8,1
0,3,78,22752,11,0
0,3,58,43941,0,0
0,3,58,43941,8,0
0,3,60,43837,0,1
0,3,78,22753,11,0
0,3,60,43837,8,1
0,3,58,43942,0,0
0,3,58,43942,8,0
0,3,60,43883,0,1
0,3,60,43883,8,1
0,3,58,43943,0,0
0,3,58,43943,8,0
0,3,60,43884,0,1
0,3,78,22754,11,0
0,3,58,43944,0,0
0,3,58,43944,8,0
0,3,60,43884,8,1
1,3,60,28619,1,0
0,3,68,28619,9,0
0,3,60,43784,8,1
0,3,58,43945,0,0
0,3,58,43945,8,0
0,3,60,43776,0,1
0,3,78,22755,11,0
0,3,60,43841,0,1
0,3,58,43946,0,0
0,3,58,43946,8,0
0,3,60,43808,0,1
0,3,60,43842,0,1
0,3,58,43947,0,0
0,3,58,43947,8,0
0,3,78,22756,11,0
0,3,60,43792,0,1
0,3,58,43948,0,0
0,3,58,43948,8,0
0,3,60,43890,0,1
0,3,58,43950,0,0
0,3,58,43950,8,0
0,3,60,43810,8,1
0,3,60,43891,0,1
0,3,58,43951,0,0
0,3,58,43951,8,0
0,3,60,43785,0,1
0,3,78,22758,11,0
0,3,58,43952,0,0
0,3,58,43952,8,0
0,3,60,43892,0,1
0,3,60,43811,0,1
0,3,58,43953,0,0
0,3,58,43953,8,0
0,3,60,43811,8,1
0,3,78,22759,11,0
0,3,60,43849,0,1
0,3,58,43954,0,0
0,3,58,43954,8,0
0,3,60,43849,8,1
0,3,60,43894,0,1
0,3,58,43955,0,0
0,3,58,43955,8,0
0,3,60,43895,0,1
0,3,78,22760,11,0
0,3,58,43956,0,0
0,3,58,43956,8,0
0,3,60,43895,8,1
0,3,60,43896,0,1
0,3,58,43957,0,0
0,3,58,43957,8,0
0,3,60,43851,8,1
0,3,78,22761,11,0
0,3,60,43897,0,1
0,3,58,43958,0,0
0,3,58,43958,8,0
0,3,60,43898,8,1
0,3,60,43814,0,1
0,3,58,43959,0,0
0,3,58,43959,8,0
0,3,60,43815,0,1
0,3,78,22763,11,0
0,3,60,43857,0,1
0,3,58,43962,0,0
0,3,58,43962,8,0
0,3,60,43857,8,1
0,3,58,43963,0,0
0,3,58,43963,8,0
0,3,60,43858,0,1
0,3,78,22764,11,0
0,3,60,43903,0,1
0,3,58,43964,0,0
0,3,58,43964,8,0
0,3,60,43786,8,1
0,3,60,43817,8,1
0,3,58,43965,0,0
0,3,58,43965,8,0
0,3,60,43862,0,1
0,3,78,22765,11,0
0,3,60,43907,0,1
0,3,58,43966,0,0
0,3,58,43966,8,0
0,3,60,43908,0,1
0,3,60,43909,0,1
0,3,58,43967,0,0
0,3,58,43967,8,0
0,3,60,43819,0,1
0,3,78,22766,11,0
0,3,60,43910,0,1
0,3,58,43968,0,0
0,3,58,43968,8,0
0,3,60,43865,0,1
0,3,58,43969,0,0
0,3,58,43969,8,0
0,3,60,43911,0,1
0,3,78,22767,11,0
0,3,60,43912,0,1
0,3,58,43970,0,0
0,3,58,43970,8,0
0,3,60,43913,0,1
0,3,60,43915,8,1
0,3,58,43973,0,0
0,3,58,43973,8,0
0,3,60,43916,0,1
0,3,78,22769,11,0
0,3,60,43916,8,1
0,3,58,43974,0,0
0,3,58,43974,8,0
0,3,60,43918,0,1
0,3,60,43918,8,1
0,3,58,43975,0,0
0,3,58,43975,8,0
0,3,60,43872,0,1
0,3,78,22770,11,0
0,3,58,43976,0,0
0,3,60,43920,0,1
0,3,60,43873,0,1
0,3,58,43977,0,0
0,3,58,43977,8,0
0,3,60,43921,0,1
0,3,78,22771,11,0
0,3,60,43922,0,1
0,3,58,43978,0,0
0,3,58,43978,8,0
0,3,60,43874,0,1
0,3,60,43925,0,1
0,3,58,43981,0,0
0,3,58,43981,8,0
0,3,78,22773,11,0
0,3,60,43875,8,1
0,3,58,43982,0,0
0,3,58,43982,8,0
0,3,60,43926,0,1
0,3,60,43827,8,1
0,3,58,43983,0,0
0,3,58,43983,8,0
0,3,60,43927,0,1
0,3,78,22774,11,0
0,3,60,43927,8,1
0,3,58,43984,0,0
0,3,58,43984,8,0
0,3,60,43789,0,1
0,3,60,43930,0,1
0,3,58,43985,0,0
0,3,58,43985,8,0
0,3,60,43789,8,1
0,3,78,22775,11,0
0,3,60,43931,0,1
0,3,58,43986,0,0
0,3,58,43986,8,0
0,3,60,43931,8,1
0,3,60,43878,8,1
0,3,58,43987,0,0
0,3,58,43987,8,0
0,3,78,22776,11,0
0,3,60,43832,0,1
0,3,58,43988,0,0
0,3,58,43988,8,0
0,3,60,43790,0,1
0,3,58,43989,0,0
0,3,58,43989,8,0
0,3,60,43879,0,1
0,3,78,22777,11,0
0,3,60,43934,0,1
0,3,58,43990,0,0
0,3,58,43990,8,0
0,3,58,43992,0,0
0,3,60,43880,8,1
0,3,58,43993,0,0
0,3,58,43993,8,0
0,3,60,43804,0,1
0,3,78,22779,11,0
0,3,60,43881,0,1
0,3,58,43994,0,0
0,3,58,43994,8,0
0,3,60,43881,8,1
0,3,60,43939,0,1
0,3,58,43995,0,0
0,3,58,43995,8,0
0,3,60,43940,0,1
0,3,78,22780,11,0
0,3,60,43940,8,1
0,3,58,43996,0,0
0,3,58,43996,8,0
0,3,60,43882,8,1
0,3,58,43997,0,0
0,3,58,43997,8,0
0,3,78,22781,11,0
0,3,60,43837,0,1
0,3,58,43998,0,0
0,3,58,43998,8,0
0,3,60,43837,8,1
0,3,60,43883,0,1
0,3,58,43999,0,0
0,3,58,43999,8,0
0,3,60,43883,8,1
0,3,78,22782,11,0
0,3,60,43943,0,1
0,3,58,44002,0,0
0,3,58,44002,8,0
0,3,60,43808,0,1
0,3,60,43842,0,1
0,3,58,44003,0,0
0,3,58,44003,8,0
0,3,60,43948,0,1
0,3,78,22784,11,0
0,3,60,43809,8,1
0,3,58,44004,0,0
0,3,58,44004,8,0
0,3,60,43889,0,1
0,3,58,44005,0,0
0,3,58,44005,8,0
0,3,78,22785,11,0
0,3,60,43952,0,1
0,3,58,44006,0,0
0,3,58,44006,8,0
0,3,60,43953,0,1
0,3,60,43954,0,1
0,3,58,44007,0,0
0,3,58,44007,8,0
0,3,78,22786,11,0
0,3,60,43894,0,1
0,3,58,44008,0,0
0,3,58,44008,8,0
0,3,60,43955,0,1
0,3,60,43956,0,1
0,3,58,44009,0,0
0,3,58,44009,8,0
0,3,60,43896,0,1
0,3,78,22787,11,0
0,3,60,43957,0,1
0,3,58,44010,0,0
0,3,58,44010,8,0
0,3,60,43957,8,1
0,3,58,44011,0,0
0,3,58,44011,8,0
0,3,60,43898,8,1
0,3,78,22788,11,0
0,3,58,44012,0,0
0,3,58,44012,8,0
0,3,58,44013,0,0
0,3,58,44013,8,0
0,3,78,22789,11,0
0,3,58,44014,0,0
0,3,58,44014,8,0
1,3,60,28623,1,0
0,3,68,28623,9,0
1,3,60,28624,1,0
0,3,68,28624,9,0
0,3,58,44015,0,0
0,3,58,44015,8,0
0,3,78,22790,11,0
0,3,78,22791,11,0
0,3,58,44018,0,0
0,3,58,44018,8,0
0,3,58,44019,0,0
0,3,58,44019,8,0
0,3,78,22792,11,0
0,3,58,44020,0,0
0,3,58,44020,8,0
0,3,58,44021,0,0
0,3,58,44021,8,0
1,3,60,28625,1,0
0,3,68,28625,9,0
0,3,78,22793,11,0
0,3,58,44022,0,0
0,3,58,44022,8,0
0,3,58,44023,0,0
0,3,58,44023,8,0
0,3,78,22794,11,0
0,3,58,44024,0,0
0,3,58,44024,8,0
0,3,58,44025,0,0
0,3,58,44025,8,0
0,3,78,22795,11,0
0,3,58,44026,0,0
0,3,58,44026,8,0
0,3,58,44027,0,0
0,3,58,44027,8,0
0,3,58,44028,0,0
0,3,58,44028,8,0
0,3,58,44029,0,0
0,3,58,44029,8,0
0,3,78,22797,11,0
0,3,58,44030,0,0
0,3,58,44030,8,0
0,3,58,44031,0,0
0,3,58,44031,8,0
0,3,78,22798,11,0
0,3,58,44032,0,0
0,3,58,44032,8,0
0,3,58,44033,0,0
0,3,58,44033,8,0
0,3,78,22799,11,0
0,3,58,44034,0,0
0,3,58,44034,8,0
0,3,58,44035,0,0
0,3,58,44035,8,0
0,3,78,22800,11,0
0,3,58,44036,0,0
0,3,58,44036,8,0
0,3,58,44037,0,0
0,3,58,44037,8,0
0,3,78,22801,11,0
0,3,58,44038,0,0
0,3,58,44038,8,0
0,3,58,44039,0,0
0,3,58,44039,8,0
0,3,78,22802,11,0
0,3,58,44040,0,0
0,3,58,44040,8,0
0,3,58,44041,0,0
0,3,58,44041,8,0
0,3,78,22803,11,0
0,3,58,44043,0,0
0,3,58,44043,8,0
0,3,78,22804,11,0
0,3,58,44044,0,0
0,3,58,44044,8,0
0,3,58,44045,0,0
0,3,58,44045,8,0
0,3,78,22805,11,0
0,3,58,44046,0,0
0,3,58,44046,8,0
0,3,58,44047,0,0
0,3,58,44047,8,0
0,3,78,22806,11,0
0,3,58,44048,0,0
0,3,58,44048,8,0
0,3,58,44049,0,0
0,3,58,44049,8,0
0,3,78,22807,11,0
0,3,58,44050,0,0
0,3,58,44050,8,0
1,3,60,28626,1,0
0,3,68,28626,9,0
0,3,78,22808,11,0
0,3,58,44052,0,0
0,3,58,44052,8,0
0,3,58,44053,0,0
0,3,58,44053,8,0
0,3,78,22809,11,0
0,3,58,44054,0,0
0,3,58,44054,8,0
0,3,58,44055,0,0
0,3,58,44055,8,0
0,3,78,22810,11,0
0,3,58,44056,0,0
0,3,58,44056,8,0
0,3,58,44057,0,0
0,3,58,44057,8,0
0,3,78,22811,11,0
0,3,58,44058,0,0
0,3,58,44058,8,0
0,3,58,44059,0,0
0,3,58,44059,8,0
0,3,78,22812,11,0
0,3,58,44060,0,0
0,3,58,44060,8,0
0,3,58,44061,0,0
0,3,58,44061,8,0
0,3,78,22813,11,0
0,3,58,44062,0,0
0,3,58,44062,8,0
0,3,58,44063,0,0
0,3,58,44063,8,0
0,3,58,44065,0,0
0,3,58,44065,8,0
0,3,78,22815,11,0
0,3,58,44066,0,0
0,3,58,44066,8,0
0,3,58,44067,0,0
0,3,58,44067,8,0
0,3,78,22816,11,0
0,3,58,44068,0,0
0,3,58,44068,8,0
0,3,58,44069,0,0
0,3,58,44069,8,0
0,3,78,22817,11,0
0,3,58,44070,0,0
0,3,58,44070,8,0
0,3,58,44071,0,0
0,3,58,44071,8,0
0,3,78,22818,11,0
0,3,58,44072,0,0
0,3,58,44072,8,0
0,3,58,44073,0,0
0,3,58,44073,8,0
0,3,78,22819,11,0
0,3,58,44075,0,0
0,3,58,44075,8,0
0,3,78,22820,11,0
0,3,58,44076,0,0
0,3,58,44076,8,0
0,3,58,44077,0,0
0,3,58,44077,8,0
0,3,78,22821,11,0
0,3,58,44078,0,0
0,3,58,44078,8,0
1,3,60,28627,1,0
0,3,68,28627,9,0
0,3,58,44079,0,0
0,3,58,44079,8,0
0,3,78,22822,11,0
0,3,58,44080,0,0
0,3,58,44080,8,0
0,3,58,44081,0,0
0,3,58,44081,8,0
0,3,78,22823,11,0
0,3,58,44082,0,0
0,3,58,44082,8,0
0,3,58,44083,0,0
0,3,58,44083,8,0
0,3,78,22824,11,0
0,3,58,44084,0,0
0,3,58,44084,8,0
1,3,60,28628,1,0
0,3,68,28628,9,0
0,3,58,44086,8,0
0,3,58,44087,0,0
0,3,58,44087,8,0
0,3,78,22826,11,0
0,3,58,44088,0,0
0,3,58,44088,8,0
0,3,58,44089,0,0
0,3,58,44089,8,0
0,3,78,22827,11,0
0,3,58,44090,0,0
0,3,58,44090,8,0
0,3,58,44091,0,0
0,3,58,44091,8,0
0,3,78,22828,11,0
0,3,58,44093,0,0
0,3,58,44093,8,0
0,3,78,22829,11,0
0,3,58,44094,0,0
0,3,58,44094,8,0
0,3,58,44095,0,0
0,3,58,44095,8,0
0,3,78,22830,11,0
1,3,60,28629,1,0
0,3,68,28629,9,0
0,3,58,44096,0,0
0,3,58,44096,8,0
0,3,58,44097,0,0
0,3,58,44097,8,0
0,3,78,22831,11,0
0,3,58,44098,0,0
0,3,58,44098,8,0
0,3,58,44099,0,0
0,3,58,44099,8,0
0,3,78,22832,11,0
0,3,58,44100,0,0
0,3,58,44100,8,0
0,3,58,44101,0,0
0,3,58,44101,8,0
0,3,78,22833,11,0
0,3,58,44102,0,0
0,3,58,44102,8,0
0,3,58,44103,0,0
0,3,58,44103,8,0
0,3,78,22834,11,0
0,3,58,44104,0,0
0,3,58,44104,8,0
0,3,58,44105,0,0
0,3,58,44105,8,0
0,3,78,22835,11,0
0,3,58,44106,0,0
0,3,58,44106,8,0
0,3,58,44107,0,0
0,3,58,44107,8,0
0,3,78,22836,11,0
0,3,58,44111,0,0
0,3,58,44111,8,0
0,3,78,22838,11,0
0,3,58,44112,0,0
0,3,58,44112,8,0
0,3,58,44113,0,0
0,3,58,44113,8,0
0,3,78,22839,11,0
0,3,58,44114,0,0
0,3,58,44114,8,0
0,3,58,44115,0,0
0,3,58,44115,8,0
0,3,78,22840,11,0
0,3,58,44116,0,0
0,3,58,44116,8,0
0,3,58,44117,0,0
0,3,58,44117,8,0
0,3,78,22841,11,0
0,3,58,44118,0,0
0,3,58,44118,8,0
0,3,58,44119,0,0
1,3,60,28630,1,0
0,3,68,28630,9,0
0,3,58,44121,0,0
0,3,58,44121,8,0
0,3,78,22843,11,0
0,3,58,44122,0,0
0,3,58,44122,8,0
0,3,58,44123,0,0
0,3,58,44123,8,0
0,3,78,22844,11,0
0,3,58,44124,0,0
0,3,58,44124,8,0
0,3,58,44125,0,0
0,3,58,44125,8,0
0,3,78,22845,11,0
1,3,60,28631,1,0
0,3,68,28631,9,0
0,3,58,44126,0,0
0,3,58,44126,8,0
0,3,58,44127,0,0
0,3,58,44127,8,0
0,3,78,22846,11,0
0,3,58,44128,0,0
0,3,58,44128,8,0
0,3,58,44129,0,0
0,3,58,44129,8,0
0,3,78,22847,11,0
0,3,58,44130,0,0
0,3,58,44130,8,0
0,3,58,44131,0,0
0,3,58,44131,8,0
0,3,78,22848,11,0
0,3,58,44135,0,0
0,3,58,44135,8,0
0,3,78,22850,11,0
0,3,58,44136,0,0
0,3,58,44136,8,0
0,3,58,44137,0,0
0,3,58,44137,8,0
0,3,78,22851,11,0
1,3,60,28632,1,0
0,3,68,28632,9,0
0,3,58,44138,0,0
0,3,58,44138,8,0
0,3,78,22852,11,0
0,3,58,44140,0,0
0,3,58,44140,8,0
0,3,58,44141,0,0
0,3,58,44141,8,0
0,3,78,22853,11,0
0,3,58,44142,0,0
0,3,58,44142,8,0
0,3,58,44143,0,0
0,3,58,44143,8,0
0,3,78,22854,11,0
0,3,58,44144,0,0
0,3,58,44144,8,0
0,3,58,44145,0,0
0,3,58,44145,8,0
0,3,78,22855,11,0
0,3,58,44146,0,0
0,3,58,44146,8,0
0,3,58,44147,0,0
0,3,58,44147,8,0
0,3,78,22856,11,0
0,3,58,44148,0,0
0,3,58,44148,8,0
0,3,58,44149,0,0
0,3,58,44149,8,0
0,3,78,22857,11,0
0,3,58,44152,0,0
0,3,58,44152,8,0
0,3,58,44153,0,0
0,3,58,44153,8,0
0,3,78,22859,11,0
0,3,58,44154,0,0
0,3,58,44154,8,0
0,3,58,44155,0,0
0,3,58,44155,8,0
0,3,78,22860,11,0
0,3,58,44156,0,0
0,3,58,44156,8,0
0,3,58,44157,0,0
0,3,58,44157,8,0
0,3,78,22861,11,0
0,3,58,44158,0,0
0,3,58,44158,8,0
0,3,58,44167,0,0
0,3,58,44167,8,0
0,3,78,22866,11,0
0,3,58,44168,0,0
0,3,58,44168,8,0
0,3,58,44169,0,0
0,3,58,44169,8,0
0,3,78,22867,11,0
0,3,58,44170,0,0
0,3,58,44170,8,0
0,3,58,44171,0,0
0,3,58,44171,8,0
0,3,58,44173,0,0
0,3,58,44173,8,0
0,3,78,22869,11,0
1,3,60,28634,1,0
0,3,68,28634,9,0
0,3,58,44174,0,0
0,3,58,44174,8,0
0,3,58,44175,0,0
0,3,58,44175,8,0
0,3,78,22870,11,0
0,3,58,44176,0,0
0,3,58,44176,8,0
