Source,Destination,Length,Sequence,MessageType,Label
0,3,60,57853,8,1
0,3,58,57918,0,0
0,3,58,57918,8,0
0,3,60,57610,0,1
1,3,60,29725,1,0
0,3,68,29725,9,0
0,3,58,57919,0,0
0,3,58,57919,8,0
0,3,78,29753,11,0
0,3,60,57674,0,1
1,3,60,29726,1,0
0,3,68,29726,9,0
0,3,60,57854,0,1
0,3,58,57920,0,0
0,3,58,57920,8,0
0,3,60,57854,8,1
0,3,58,57921,0,0
0,3,58,57921,8,0
1,3,60,29727,1,0
0,3,68,29727,9,0
0,3,78,29754,11,0
0,3,60,57676,0,1
0,3,58,57922,0,0
0,3,58,57922,8,0
0,3,60,57805,0,1
0,3,58,57923,0,0
0,3,58,57923,8,0
0,3,78,29755,11,0
0,3,60,57856,0,1
0,3,58,57924,0,0
0,3,58,57924,8,0
0,3,60,57806,0,1
0,3,60,57858,0,1
0,3,58,57925,0,0
0,3,58,57925,8,0
0,3,78,29756,11,0
0,3,60,57859,0,1
0,3,58,57926,0,0
0,3,58,57926,8,0
0,3,60,57747,0,1
0,3,58,57927,0,0
0,3,58,57927,8,0
0,3,78,29757,11,0
0,3,60,57860,0,1
0,3,58,57928,0,0
0,3,58,57928,8,0
0,3,60,57748,0,1
0,3,78,29759,11,0
0,3,60,57811,0,1
0,3,58,57932,0,0
0,3,58,57932,8,0
0,3,60,57864,0,1
0,3,58,57933,0,0
0,3,58,57933,8,0
1,3,60,29728,1,0
0,3,68,29728,9,0
0,3,78,29760,11,0
0,3,60,57686,0,1
0,3,58,57934,0,0
0,3,58,57934,8,0
0,3,60,57813,8,1
0,3,58,57935,0,0
0,3,58,57935,8,0
0,3,78,29761,11,0
0,3,60,57754,0,1
0,3,58,57936,0,0
0,3,58,57936,8,0
0,3,60,57867,0,1
0,3,58,57937,0,0
0,3,58,57937,8,0
0,3,78,29762,11,0
0,3,60,57815,0,1
0,3,60,57868,0,1
0,3,58,57938,0,0
0,3,58,57938,8,0
0,3,60,57817,8,1
0,3,58,57941,0,0
0,3,58,57941,8,0
0,3,78,29764,11,0
0,3,60,57871,0,1
0,3,60,57871,8,1
0,3,58,57942,0,0
0,3,58,57942,8,0
0,3,60,57872,0,1
0,3,58,57943,0,0
0,3,58,57943,8,0
0,3,78,29765,11,0
0,3,60,57873,0,1
0,3,58,57944,0,0
0,3,58,57944,8,0
0,3,60,57874,0,1
1,3,60,29729,1,0
0,3,68,29729,9,0
0,3,60,57875,0,1
0,3,58,57945,0,0
0,3,58,57945,8,0
0,3,78,29766,11,0
0,3,60,57875,8,1
0,3,58,57946,0,0
0,3,58,57946,8,0
0,3,60,57821,0,1
0,3,60,57763,0,1
0,3,58,57947,0,0
0,3,58,57947,8,0
0,3,78,29767,11,0
0,3,60,57822,0,1
0,3,58,57948,0,0
0,3,58,57948,8,0
0,3,60,57548,8,1
0,3,60,57823,0,1
0,3,58,57949,0,0
0,3,58,57949,8,0
0,3,78,29768,11,0
0,3,60,57878,0,1
0,3,60,57703,0,1
0,3,58,57952,0,0
0,3,58,57952,8,0
0,3,60,57769,0,1
0,3,58,57953,0,0
0,3,58,57953,8,0
0,3,78,29770,11,0
0,3,60,57826,0,1
0,3,58,57954,0,0
0,3,58,57954,8,0
0,3,60,57881,0,1
0,3,60,57881,8,1
0,3,58,57955,0,0
0,3,58,57955,8,0
0,3,78,29771,11,0
1,3,60,29730,1,0
0,3,68,29730,9,0
0,3,60,57882,0,1
0,3,58,57956,0,0
0,3,58,57956,8,0
0,3,60,57639,8,1
0,3,58,57957,0,0
0,3,58,57957,8,0
0,3,78,29772,11,0
0,3,60,57828,0,1
0,3,58,57958,0,0
0,3,58,57958,8,0
0,3,60,57884,0,1
0,3,58,57959,0,0
0,3,58,57959,8,0
0,3,78,29773,11,0
1,3,60,29731,1,0
0,3,68,29731,9,0
0,3,60,57884,8,1
0,3,58,57960,0,0
0,3,58,57960,8,0
0,3,60,57708,8,1
0,3,58,57961,0,0
0,3,58,57961,8,0
0,3,78,29774,11,0
0,3,60,57830,8,1
0,3,58,57962,0,0
0,3,58,57962,8,0
0,3,60,57889,0,1
0,3,58,57963,0,0
0,3,58,57963,8,0
0,3,78,29775,11,0
0,3,60,57831,0,1
0,3,58,57964,0,0
0,3,58,57964,8,0
0,3,60,57775,0,1
0,3,58,57965,0,0
0,3,58,57965,8,0
0,3,78,29776,11,0
0,3,60,57832,8,1
0,3,58,57968,0,0
0,3,58,57968,8,0
0,3,60,57895,0,1
0,3,58,57969,0,0
0,3,58,57969,8,0
0,3,78,29778,11,0
0,3,60,57835,0,1
0,3,58,57970,0,0
0,3,58,57970,8,0
0,3,60,57897,0,1
0,3,60,57716,0,1
0,3,58,57971,0,0
0,3,58,57971,8,0
0,3,78,29779,11,0
0,3,60,57898,0,1
0,3,58,57972,0,0
0,3,58,57972,8,0
0,3,60,57717,0,1
0,3,58,57973,0,0
0,3,58,57973,8,0
0,3,78,29780,11,0
0,3,60,57899,0,1
0,3,58,57974,0,0
0,3,58,57974,8,0
0,3,60,57838,0,1
0,3,58,57975,0,0
0,3,58,57975,8,0
0,3,78,29781,11,0
0,3,60,57900,0,1
0,3,58,57976,0,0
0,3,58,57976,8,0
0,3,60,57901,0,1
0,3,58,57977,0,0
0,3,58,57977,8,0
0,3,78,29782,11,0
0,3,60,57721,0,1
0,3,60,57902,0,1
0,3,58,57978,0,0
0,3,58,57978,8,0
0,3,60,57721,8,1
0,3,58,57979,0,0
0,3,58,57979,8,0
0,3,78,29783,11,0
0,3,60,57903,0,1
0,3,58,57980,0,0
0,3,58,57980,8,0
0,3,60,57725,0,1
0,3,58,57981,0,0
0,3,58,57981,8,0
0,3,78,29784,11,0
0,3,60,57904,0,1
0,3,58,57982,0,0
0,3,58,57982,8,0
0,3,60,57733,0,1
0,3,60,57907,0,1
0,3,58,57985,0,0
0,3,58,57985,8,0
0,3,78,29786,11,0
0,3,60,57907,8,1
0,3,58,57986,0,0
0,3,58,57986,8,0
0,3,60,57567,8,1
0,3,58,57987,0,0
0,3,58,57987,8,0
0,3,60,57844,0,1
0,3,78,29787,11,0
1,3,60,29732,1,0
0,3,68,29732,9,0
0,3,60,57844,8,1
0,3,58,57988,0,0
0,3,58,57988,8,0
0,3,60,57909,0,1
0,3,60,57661,0,1
0,3,58,57989,0,0
0,3,58,57989,8,0
0,3,78,29788,11,0
0,3,60,57845,0,1
0,3,60,57793,0,1
0,3,58,57990,0,0
0,3,58,57990,8,0
0,3,60,57911,0,1
0,3,58,57991,0,0
0,3,60,57846,0,1
0,3,58,57991,8,0
0,3,78,29789,11,0
0,3,58,57992,0,0
0,3,58,57993,0,0
0,3,58,57993,8,0
0,3,78,29790,11,0
0,3,60,57847,0,1
0,3,60,57914,0,1
0,3,58,57994,0,0
0,3,58,57994,8,0
0,3,60,57737,0,1
0,3,60,57848,0,1
0,3,58,57995,0,0
0,3,58,57995,8,0
0,3,78,29791,11,0
0,3,60,57915,0,1
0,3,58,57996,0,0
0,3,58,57996,8,0
0,3,60,57797,0,1
0,3,60,57849,0,1
0,3,58,57997,0,0
0,3,58,57997,8,0
0,3,78,29792,11,0
0,3,60,57798,0,1
0,3,60,57917,0,1
0,3,58,57998,0,0
0,3,58,57998,8,0
0,3,60,57853,0,1
0,3,60,57853,8,1
0,3,58,57999,0,0
0,3,58,57999,8,0
0,3,78,29793,11,0
0,3,60,57918,0,1
0,3,60,57918,8,1
0,3,58,58000,0,0
0,3,58,58000,8,0
0,3,60,57610,0,1
0,3,60,57854,8,1
0,3,58,58001,0,0
0,3,58,58001,8,0
0,3,78,29794,11,0
0,3,60,57921,0,1
0,3,58,58002,0,0
0,3,58,58002,8,0
0,3,58,58003,0,0
0,3,58,58003,8,0
0,3,78,29795,11,0
0,3,58,58006,0,0
0,3,58,58006,8,0
0,3,58,58007,0,0
0,3,58,58007,8,0
0,3,78,29797,11,0
0,3,58,58008,0,0
0,3,58,58008,8,0
1,3,60,29733,1,0
0,3,68,29733,9,0
0,3,58,58009,0,0
0,3,58,58009,8,0
0,3,78,29798,11,0
0,3,58,58010,0,0
0,3,58,58010,8,0
0,3,58,58011,0,0
0,3,58,58011,8,0
0,3,78,29799,11,0
0,3,58,58012,0,0
0,3,58,58012,8,0
0,3,58,58013,0,0
0,3,58,58013,8,0
0,3,78,29800,11,0
0,3,58,58014,0,0
0,3,58,58014,8,0
0,3,58,58015,0,0
0,3,58,58015,8,0
0,3,78,29801,11,0
0,3,58,58016,0,0
0,3,58,58016,8,0
0,3,58,58017,0,0
0,3,58,58017,8,0
0,3,78,29802,11,0
0,3,58,58018,0,0
0,3,58,58018,8,0
0,3,58,58019,0,0
0,3,58,58019,8,0
0,3,78,29803,11,0
0,3,58,58020,0,0
0,3,58,58020,8,0
0,3,58,58023,0,0
0,3,58,58023,8,0
0,3,78,29805,11,0
0,3,58,58024,0,0
0,3,58,58024,8,0
0,3,58,58025,0,0
0,3,58,58025,8,0
0,3,78,29806,11,0
0,3,58,58026,0,0
0,3,58,58026,8,0
0,3,58,58027,0,0
0,3,58,58027,8,0
0,3,78,29807,11,0
0,3,58,58028,0,0
0,3,58,58028,8,0
0,3,58,58029,0,0
0,3,58,58029,8,0
0,3,78,29808,11,0
0,3,58,58030,0,0
0,3,58,58030,8,0
0,3,58,58031,0,0
0,3,58,58031,8,0
0,3,78,29809,11,0
0,3,58,58032,0,0
0,3,58,58032,8,0
0,3,58,58033,0,0
0,3,58,58033,8,0
0,3,78,29810,11,0
0,3,58,58034,0,0
0,3,58,58034,8,0
0,3,78,29811,11,0
0,3,58,58035,0,0
0,3,58,58035,8,0
0,3,58,58036,0,0
0,3,58,58036,8,0
0,3,58,58038,0,0
0,3,58,58038,8,0
0,3,78,29813,11,0
0,3,58,58039,0,0
0,3,58,58039,8,0
0,3,58,58040,0,0
0,3,58,58040,8,0
1,3,60,29734,1,0
0,3,68,29734,9,0
1,3,60,29735,1,0
0,3,68,29735,9,0
0,3,78,29814,11,0
0,3,58,58041,0,0
0,3,58,58041,8,0
0,3,58,58042,0,0
0,3,58,58042,8,0
0,3,78,29815,11,0
0,3,58,58043,0,0
0,3,58,58043,8,0
0,3,58,58044,0,0
0,3,58,58044,8,0
0,3,78,29816,11,0
0,3,58,58045,0,0
0,3,58,58045,8,0
0,3,58,58046,0,0
0,3,58,58046,8,0
0,3,78,29817,11,0
0,3,58,58047,0,0
0,3,58,58047,8,0
0,3,58,58048,0,0
0,3,58,58048,8,0
0,3,78,29818,11,0
0,3,58,58049,0,0
0,3,58,58049,8,0
0,3,58,58050,0,0
0,3,58,58050,8,0
0,3,78,29819,11,0
0,3,58,58051,0,0
0,3,58,58051,8,0
0,3,58,58052,0,0
0,3,58,58052,8,0
0,3,78,29821,11,0
0,3,58,58055,0,0
0,3,58,58055,8,0
0,3,58,58056,0,0
0,3,58,58056,8,0
0,3,78,29822,11,0
0,3,58,58057,0,0
0,3,58,58057,8,0
0,3,58,58058,0,0
0,3,58,58058,8,0
0,3,78,29823,11,0
0,3,58,58059,0,0
0,3,58,58059,8,0
0,3,58,58060,0,0
0,3,58,58060,8,0
0,3,78,29824,11,0
0,3,58,58061,0,0
0,3,58,58061,8,0
0,3,58,58062,0,0
0,3,58,58062,8,0
0,3,78,29825,11,0
0,3,58,58063,0,0
0,3,58,58063,8,0
0,3,58,58064,0,0
0,3,58,58064,8,0
0,3,78,29826,11,0
0,3,58,58065,0,0
0,3,58,58065,8,0
1,3,60,29736,1,0
0,3,68,29736,9,0
0,3,58,58066,0,0
0,3,58,58066,8,0
0,3,78,29827,11,0
0,3,58,58067,0,0
0,3,58,58067,8,0
0,3,58,58068,0,0
0,3,58,58068,8,0
0,3,58,58069,0,0
0,3,78,29829,11,0
0,3,58,58071,0,0
0,3,58,58071,8,0
0,3,58,58072,0,0
0,3,58,58072,8,0
0,3,78,29830,11,0
0,3,58,58073,0,0
0,3,58,58073,8,0
0,3,58,58074,0,0
0,3,58,58074,8,0
0,3,78,29831,11,0
0,3,58,58075,0,0
0,3,58,58075,8,0
0,3,58,58076,0,0
0,3,58,58076,8,0
0,3,78,29832,11,0
0,3,58,58077,0,0
0,3,58,58077,8,0
0,3,58,58078,0,0
0,3,58,58078,8,0
0,3,78,29833,11,0
0,3,58,58079,0,0
0,3,58,58079,8,0
0,3,58,58082,0,0
0,3,58,58082,8,0
0,3,78,29835,11,0
0,3,58,58083,0,0
0,3,58,58083,8,0
0,3,58,58084,0,0
0,3,58,58084,8,0
0,3,78,29836,11,0
0,3,58,58085,0,0
0,3,58,58085,8,0
0,3,58,58086,0,0
0,3,58,58086,8,0
0,3,78,29837,11,0
0,3,58,58087,0,0
0,3,58,58087,8,0
0,3,58,58088,0,0
0,3,58,58088,8,0
0,3,78,29838,11,0
0,3,58,58089,0,0
0,3,58,58089,8,0
1,3,60,29737,1,0
0,3,68,29737,9,0
0,3,58,58090,0,0
0,3,58,58090,8,0
0,3,78,29839,11,0
0,3,58,58091,0,0
0,3,58,58091,8,0
0,3,58,58092,0,0
0,3,58,58092,8,0
0,3,78,29840,11,0
0,3,58,58093,0,0
0,3,58,58093,8,0
0,3,58,58094,0,0
0,3,58,58094,8,0
0,3,78,29841,11,0
0,3,58,58095,0,0
0,3,58,58095,8,0
0,3,58,58096,0,0
0,3,58,58096,8,0
0,3,78,29843,11,0
0,3,58,58099,0,0
0,3,58,58099,8,0
0,3,58,58100,0,0
0,3,58,58100,8,0
0,3,78,29844,11,0
0,3,58,58101,0,0
0,3,58,58101,8,0
0,3,58,58102,0,0
0,3,58,58102,8,0
0,3,78,29845,11,0
0,3,58,58103,0,0
0,3,58,58103,8,0
1,3,60,29738,1,0
0,3,68,29738,9,0
0,3,58,58104,0,0
0,3,58,58104,8,0
0,3,78,29846,11,0
0,3,58,58105,0,0
0,3,58,58105,8,0
0,3,58,58106,0,0
0,3,58,58106,8,0
0,3,78,29847,11,0
0,3,58,58107,0,0
0,3,58,58107,8,0
0,3,58,58108,0,0
0,3,58,58108,8,0
0,3,78,29849,11,0
0,3,58,58111,0,0
0,3,58,58111,8,0
0,3,58,58112,0,0
0,3,58,58112,8,0
0,3,78,29850,11,0
0,3,58,58113,0,0
0,3,58,58113,8,0
1,3,60,29739,1,0
0,3,68,29739,9,0
0,3,58,58114,0,0
0,3,58,58114,8,0
0,3,78,29851,11,0
0,3,58,58115,0,0
0,3,58,58115,8,0
0,3,58,58116,0,0
0,3,58,58116,8,0
0,3,78,29852,11,0
0,3,58,58117,0,0
0,3,58,58117,8,0
0,3,58,58118,0,0
0,3,58,58118,8,0
0,3,78,29853,11,0
0,3,58,58119,0,0
0,3,58,58119,8,0
0,3,58,58120,0,0
0,3,58,58120,8,0
0,3,78,29854,11,0
0,3,58,58121,0,0
0,3,58,58121,8,0
0,3,58,58122,0,0
0,3,58,58122,8,0
0,3,78,29855,11,0
0,3,58,58123,0,0
0,3,58,58123,8,0
0,3,58,58124,0,0
0,3,58,58124,8,0
0,3,58,58126,8,0
0,3,78,29857,11,0
0,3,58,58127,0,0
0,3,58,58127,8,0
0,3,58,58128,0,0
0,3,58,58128,8,0
0,3,78,29858,11,0
0,3,58,58129,0,0
0,3,58,58129,8,0
1,3,60,29740,1,0
0,3,68,29740,9,0
0,3,58,58130,0,0
0,3,58,58130,8,0
0,3,78,29859,11,0
0,3,58,58131,0,0
0,3,58,58131,8,0
0,3,58,58132,0,0
0,3,58,58132,8,0
0,3,78,29860,11,0
0,3,58,58133,0,0
0,3,58,58133,8,0
0,3,58,58134,0,0
0,3,58,58134,8,0
0,3,78,29861,11,0
0,3,58,58135,0,0
0,3,58,58135,8,0
0,3,58,58136,0,0
0,3,58,58136,8,0
0,3,78,29862,11,0
0,3,58,58137,0,0
0,3,58,58137,8,0
0,3,58,58138,0,0
0,3,58,58138,8,0
0,3,78,29863,11,0
0,3,58,58139,0,0
0,3,58,58139,8,0
1,3,60,29741,1,0
0,3,68,29741,9,0
0,3,58,58142,0,0
0,3,58,58142,8,0
0,3,78,29865,11,0
0,3,58,58143,0,0
0,3,58,58143,8,0
0,3,58,58144,0,0
0,3,58,58144,8,0
0,3,78,29866,11,0
0,3,58,58145,0,0
0,3,58,58145,8,0
0,3,58,58146,0,0
0,3,58,58146,8,0
0,3,78,29867,11,0
0,3,58,58147,0,0
0,3,58,58147,8,0
0,3,58,58148,0,0
0,3,58,58148,8,0
0,3,78,29868,11,0
0,3,58,58149,0,0
0,3,58,58149,8,0
0,3,58,58150,0,0
0,3,58,58150,8,0
0,3,78,29869,11,0
0,3,58,58151,0,0
0,3,58,58151,8,0
0,3,58,58152,0,0
0,3,58,58152,8,0
0,3,58,58155,0,0
0,3,58,58155,8,0
0,3,58,58156,0,0
0,3,58,58156,8,0
0,3,78,29872,11,0
0,3,58,58157,0,0
0,3,58,58157,8,0
0,3,58,58158,0,0
0,3,58,58158,8,0
0,3,78,29873,11,0
0,3,58,58159,0,0
0,3,58,58159,8,0
0,3,58,58160,0,0
0,3,58,58160,8,0
0,3,78,29875,11,0
0,3,58,58163,0,0
0,3,58,58163,8,0
0,3,58,58164,0,0
0,3,58,58164,8,0
1,3,60,29742,1,0
0,3,68,29742,9,0
1,3,60,29743,1,0
0,3,68,29743,9,0
0,3,78,29876,11,0
0,3,58,58165,0,0
0,3,58,58165,8,0
0,3,58,58166,0,0
0,3,58,58166,8,0
0,3,78,29877,11,0
0,3,58,58167,0,0
0,3,58,58167,8,0
0,3,58,58168,0,0
0,3,58,58168,8,0
0,3,78,29878,11,0
0,3,58,58169,0,0
0,3,58,58169,8,0
0,3,58,58170,0,0
0,3,58,58170,8,0
0,3,78,29879,11,0
0,3,58,58171,0,0
0,3,58,58171,8,0
0,3,58,58172,0,0
0,3,58,58172,8,0
0,3,78,29880,11,0
0,3,58,58173,0,0
0,3,58,58173,8,0
1,3,60,29744,1,0
0,3,68,29744,9,0
0,3,58,58174,0,0
0,3,58,58174,8,0
0,3,78,29881,11,0
0,3,58,58175,0,0
0,3,58,58175,8,0
0,3,58,58178,0,0
0,3,58,58178,8,0
0,3,78,29883,11,0
0,3,58,58179,0,0
0,3,58,58179,8,0
0,3,58,58180,0,0
0,3,58,58180,8,0
0,3,78,29884,11,0
0,3,58,58181,0,0
0,3,58,58181,8,0
0,3,58,58182,0,0
0,3,58,58182,8,0
0,3,78,29885,11,0
0,3,58,58183,0,0
0,3,58,58183,8,0
0,3,58,58184,0,0
0,3,58,58184,8,0
0,3,78,29886,11,0
0,3,58,58185,0,0
0,3,58,58185,8,0
0,3,58,58186,0,0
0,3,58,58186,8,0
0,3,78,29887,11,0
0,3,58,58187,0,0
0,3,58,58187,8,0
0,3,58,58188,0,0
0,3,58,58188,8,0
1,3,60,29745,1,0
0,3,68,29745,9,0
0,3,78,29888,11,0
0,3,58,58190,0,0
0,3,58,58191,0,0
0,3,58,58191,8,0
0,3,58,58192,0,0
0,3,58,58192,8,0
0,3,78,29890,11,0
0,3,58,58193,0,0
0,3,58,58193,8,0
0,3,58,58194,0,0
0,3,58,58194,8,0
0,3,78,29891,11,0
0,3,58,58195,0,0
0,3,58,58195,8,0
0,3,58,58196,0,0
0,3,58,58196,8,0
0,3,78,29892,11,0
0,3,58,58197,0,0
0,3,58,58197,8,0
0,3,58,58198,0,0
0,3,58,58198,8,0
0,3,78,29893,11,0
0,3,58,58199,0,0
0,3,58,58199,8,0
0,3,58,58200,0,0
0,3,58,58200,8,0
0,3,78,29894,11,0
0,3,58,58201,0,0
0,3,58,58201,8,0
0,3,58,58202,0,0
0,3,58,58202,8,0
0,3,78,29895,11,0
0,3,58,58203,0,0
0,3,58,58203,8,0
0,3,58,58206,0,0
0,3,58,58206,8,0
0,3,78,29897,11,0
0,3,58,58207,0,0
0,3,58,58207,8,0
0,3,58,58208,0,0
0,3,58,58208,8,0
0,3,78,29898,11,0
0,3,58,58209,0,0
0,3,58,58209,8,0
1,3,60,29746,1,0
0,3,68,29746,9,0
0,3,58,58210,0,0
0,3,58,58210,8,0
0,3,78,29899,11,0
0,3,58,58211,0,0
0,3,58,58211,8,0
0,3,58,58212,0,0
0,3,58,58212,8,0
0,3,78,29901,11,0
0,3,58,58215,8,0
0,3,58,58216,0,0
0,3,58,58216,8,0
0,3,78,29902,11,0
0,3,58,58217,0,0
0,3,58,58217,8,0
0,3,58,58218,0,0
0,3,58,58218,8,0
0,3,78,29903,11,0
0,3,58,58219,0,0
0,3,58,58219,8,0
0,3,58,58220,0,0
0,3,58,58220,8,0
0,3,78,29904,11,0
0,3,58,58221,0,0
0,3,58,58221,8,0
0,3,58,58222,0,0
0,3,58,58222,8,0
0,3,78,29905,11,0
0,3,58,58223,0,0
0,3,58,58223,8,0
0,3,58,58224,0,0
0,3,58,58224,8,0
0,3,78,29906,11,0
0,3,58,58225,0,0
0,3,58,58225,8,0
0,3,78,29908,11,0
0,3,58,58229,0,0
0,3,58,58229,8,0
0,3,58,58230,0,0
0,3,58,58230,8,0
0,3,78,29909,11,0
0,3,58,58231,0,0
0,3,58,58231,8,0
0,3,58,58232,0,0
0,3,58,58232,8,0
0,3,78,29910,11,0
0,3,58,58233,0,0
0,3,58,58233,8,0
0,3,58,58234,0,0
0,3,58,58234,8,0
0,3,78,29911,11,0
0,3,58,58235,0,0
0,3,58,58235,8,0
0,3,58,58236,0,0
0,3,58,58236,8,0
0,3,78,29912,11,0
0,3,58,58237,0,0
0,3,58,58237,8,0
0,3,58,58238,0,0
0,3,58,58238,8,0
0,3,58,58239,0,0
0,3,78,29918,11,0
0,3,58,58249,0,0
0,3,58,58249,8,0
0,3,58,58250,0,0
0,3,58,58250,8,0
0,3,78,29919,11,0
0,3,58,58251,0,0
0,3,58,58251,8,0
0,3,58,58252,0,0
0,3,58,58252,8,0
0,3,78,29920,11,0
0,3,58,58253,0,0
0,3,58,58253,8,0
0,3,58,58254,0,0
0,3,58,58254,8,0
0,3,78,29921,11,0
0,3,58,58255,0,0
0,3,58,58255,8,0
1,3,60,29748,1,0
0,3,68,29748,9,0
0,3,78,29922,11,0
0,3,58,58258,0,0
0,3,58,58258,8,0
0,3,78,29923,11,0
0,3,58,58259,0,0
0,3,58,58259,8,0
0,3,58,58260,0,0
0,3,58,58260,8,0
0,3,78,29924,11,0
0,3,58,58261,0,0
0,3,58,58261,8,0
0,3,58,58262,0,0
0,3,58,58262,8,0
0,3,78,29925,11,0
0,3,58,58263,0,0
0,3,58,58263,8,0
0,3,58,58264,0,0
0,3,58,58264,8,0
0,3,78,29926,11,0
0,3,58,58265,0,0
0,3,58,58265,8,0
0,3,58,58266,0,0
0,3,58,58266,8,0
0,3,78,29927,11,0
0,3,58,58267,0,0
0,3,58,58267,8,0
0,3,58,58268,0,0
0,3,58,58268,8,0
0,3,78,29928,11,0
0,3,58,58269,0,0
0,3,58,58269,8,0
0,3,58,58272,0,0
0,3,58,58272,8,0
0,3,78,29930,11,0
0,3,58,58273,0,0
0,3,58,58273,8,0
0,3,58,58274,0,0
0,3,58,58274,8,0
0,3,78,29931,11,0
0,3,58,58275,0,0
0,3,58,58275,8,0
1,3,60,29749,1,0
0,3,68,29749,9,0
0,3,58,58276,0,0
0,3,58,58276,8,0
0,3,78,29932,11,0
0,3,58,58277,0,0
0,3,58,58277,8,0
0,3,58,58278,0,0
0,3,58,58278,8,0
0,3,78,29933,11,0
0,3,58,58279,0,0
0,3,58,58279,8,0
0,3,58,58280,0,0
0,3,58,58280,8,0
0,3,78,29934,11,0
0,3,58,58281,0,0
0,3,58,58281,8,0
0,3,58,58282,0,0
0,3,58,58282,8,0
0,3,78,29935,11,0
0,3,58,58283,0,0
0,3,58,58283,8,0
0,3,58,58286,0,0
0,3,58,58286,8,0
0,3,78,29937,11,0
0,3,58,58287,0,0
0,3,58,58287,8,0
0,3,58,58288,0,0
0,3,58,58288,8,0
0,3,78,29938,11,0
0,3,58,58289,0,0
0,3,58,58289,8,0
0,3,58,58290,0,0
0,3,58,58290,8,0
0,3,78,29939,11,0
0,3,58,58291,0,0
0,3,58,58291,8,0
0,3,58,58292,0,0
0,3,58,58292,8,0
0,3,78,29940,11,0
0,3,58,58293,0,0
0,3,58,58293,8,0
0,3,58,58294,0,0
0,3,58,58294,8,0
0,3,58,58295,0,0
0,3,78,29942,11,0
0,3,58,58297,0,0
0,3,58,58297,8,0
0,3,58,58298,0,0
0,3,58,58298,8,0
0,3,78,29943,11,0
0,3,58,58299,0,0
0,3,58,58299,8,0
0,3,58,58300,0,0
0,3,58,58300,8,0
0,3,78,29944,11,0
0,3,58,58301,0,0
0,3,58,58301,8,0
0,3,58,58302,0,0
0,3,58,58302,8,0
0,3,78,29945,11,0
0,3,58,58303,0,0
0,3,58,58303,8,0
0,3,58,58304,0,0
0,3,58,58304,8,0
0,3,78,29946,11,0
1,3,60,29750,1,0
0,3,68,29750,9,0
0,3,58,58305,0,0
0,3,58,58305,8,0
0,3,58,58306,0,0
0,3,58,58306,8,0
0,3,58,58308,0,0
0,3,58,58308,8,0
0,3,78,29948,11,0
0,3,58,58309,0,0
0,3,58,58309,8,0
0,3,58,58310,0,0
0,3,58,58310,8,0
0,3,78,29949,11,0
0,3,58,58311,0,0
0,3,58,58311,8,0
0,3,58,58312,0,0
0,3,58,58312,8,0
0,3,78,29950,11,0
0,3,58,58313,0,0
0,3,58,58313,8,0
0,3,58,58314,0,0
0,3,58,58314,8,0
0,3,78,29951,11,0
0,3,58,58315,0,0
0,3,58,58315,8,0
0,3,78,29952,11,0
0,3,58,58317,0,0
0,3,58,58317,8,0
0,3,58,58318,0,0
0,3,58,58318,8,0
0,3,78,29953,11,0
0,3,58,58319,0,0
0,3,58,58319,8,0
0,3,58,58320,0,0
0,3,58,58320,8,0
0,3,78,29954,11,0
0,3,58,58321,0,0
0,3,58,58321,8,0
0,3,58,58322,0,0
0,3,58,58322,8,0
0,3,78,29955,11,0
0,3,58,58323,0,0
0,3,58,58323,8,0
0,3,58,58324,0,0
0,3,58,58324,8,0
0,3,78,29956,11,0
0,3,58,58325,0,0
0,3,58,58325,8,0
0,3,58,58326,0,0
0,3,58,58326,8,0
0,3,78,29957,11,0
0,3,58,58327,0,0
0,3,58,58327,8,0
0,3,58,58328,0,0
0,3,58,58328,8,0
0,3,78,29958,11,0
0,3,58,58329,0,0
0,3,58,58329,8,0
1,3,60,29752,1,0
0,3,68,29752,9,0
0,3,58,58332,0,0
0,3,58,58332,8,0
0,3,78,29960,11,0
0,3,58,58333,0,0
0,3,58,58333,8,0
0,3,58,58334,0,0
0,3,58,58334,8,0
0,3,78,29961,11,0
0,3,58,58335,0,0
0,3,58,58335,8,0
0,3,58,58336,0,0
0,3,58,58336,8,0
0,3,78,29962,11,0
0,3,58,58337,0,0
0,3,58,58337,8,0
0,3,58,58338,0,0
0,3,58,58338,8,0
0,3,78,29963,11,0
0,3,58,58339,0,0
0,3,58,58339,8,0
0,3,58,58340,0,0
0,3,58,58340,8,0
1,3,60,29753,1,0
0,3,68,29753,9,0
0,3,78,29964,11,0
0,3,58,58341,0,0
0,3,58,58341,8,0
0,3,58,58342,0,0
0,3,58,58342,8,0
0,3,78,29965,11,0
0,3,58,58343,0,0
0,3,58,58343,8,0
1,3,60,29754,1,0
0,3,68,29754,9,0
0,3,58,58344,0,0
0,3,58,58344,8,0
0,3,78,29966,11,0
0,3,58,58345,0,0
0,3,58,58345,8,0
0,3,58,58347,0,0
0,3,58,58348,0,0
0,3,58,58348,8,0
0,3,78,29968,11,0
0,3,58,58349,0,0
0,3,58,58349,8,0
0,3,58,58350,0,0
0,3,58,58350,8,0
0,3,78,29969,11,0
0,3,58,58351,0,0
0,3,58,58351,8,0
0,3,58,58352,0,0
0,3,58,58352,8,0
0,3,78,29970,11,0
0,3,58,58353,0,0
0,3,58,58353,8,0
0,3,58,58356,0,0
