Source,Destination,Length,SequenceID,MessageType,Time Interval,Label
0,2,78,0,0,0.0,0
0,2,58,0,4,0.061525000000001384,0
0,2,58,0,3,0.000162999999998803,0
0,2,58,1,4,0.06237100000000062,0
0,2,58,1,3,6.699999999959516e-05,0
0,2,78,1,0,0.0009019999999999584,0
0,2,58,882,4,0.06164400000000114,0
0,2,58,882,3,0.00017299999999842441,0
0,2,58,993,4,0.062444000000001054,0
0,2,58,993,3,8.399999999930685e-05,0
0,2,78,882,0,0.000652000000000541,0
0,2,58,1104,4,0.06187199999999926,0
0,2,58,1104,3,0.00015800000000076864,0
0,2,58,1215,4,0.062452000000000396,0
0,2,58,1215,3,8.399999999930685e-05,0
0,2,78,993,0,0.00044899999999969964,0
0,2,58,1326,4,0.0620750000000001,0
0,2,58,1326,3,0.0001499999999996504,0
0,2,58,1437,4,0.06246200000000002,0
0,2,58,1437,3,8.600000000136276e-05,0
0,2,78,1104,0,0.00024099999999904753,0
0,2,58,1548,4,0.062278000000000944,0
0,2,58,1548,3,0.0001619999999995514,0
0,2,58,1659,4,0.06244899999999909,0
0,2,58,1659,3,8.799999999986596e-05,0
0,2,78,1215,0,3.600000000147929e-05,0
0,2,58,2,4,0.06248599999999982,0
0,2,58,2,3,0.0001459999999990913,0
0,2,78,1326,0,0.06250800000000112,0
0,2,58,113,4,1.4000000000180535e-05,0
0,2,58,113,3,0.00016599999999833415,0
0,2,58,224,4,0.062459000000000486,0
0,2,58,224,3,0.00018099999999954264,0
0,2,78,1437,0,0.062299000000001215,0
0,2,58,335,4,4.39999999990448e-05,0
0,2,58,335,3,2.3000000000550358e-05,0
0,2,58,446,4,0.06261899999999976,0
0,2,58,446,3,3.900000000101045e-05,0
0,2,78,1548,0,0.06241399999999864,0
0,2,58,557,4,5.200000000016303e-05,0
0,2,58,557,3,2.3999999999801958e-05,0
0,2,58,668,4,0.06264300000000134,0
0,2,58,668,3,4.7999999999603915e-05,0
0,2,78,1659,0,0.062386999999999304,0
0,2,58,779,4,6.4000000000064e-05,0
0,2,58,779,3,3.0999999999892225e-05,0
0,2,58,860,4,0.06261500000000098,0
0,2,58,860,3,4.7999999999603915e-05,0
0,2,78,2,0,0.06239300000000014,0
0,2,58,871,4,5.099999999913507e-05,0
0,2,58,871,3,2.3999999999801958e-05,0
0,2,58,883,4,0.0626610000000003,0
0,2,58,883,3,5.8000000001001695e-05,0
0,2,78,113,0,0.06234300000000026,0
0,2,58,894,4,8.799999999986596e-05,0
0,2,58,894,3,2.899999999961267e-05,0
0,2,58,905,4,0.06265499999999946,0
0,2,58,905,3,5.600000000072214e-05,0
0,2,78,224,0,0.06232400000000027,0
0,2,58,916,4,0.00011399999999994748,0
0,2,58,916,3,3.1999999999143824e-05,0
0,2,58,927,4,0.06255200000000016,0
0,2,58,927,3,1.9999999999242846e-05,0
0,2,78,335,0,0.062327000000001576,0
0,2,58,938,4,0.0001469999999983429,0
0,2,58,938,3,1.000000000139778e-05,0
0,2,58,949,4,0.06258199999999903,0
0,2,58,949,3,1.600000000046009e-05,0
0,2,78,446,0,0.06232499999999952,0
0,2,58,960,4,0.00015699999999974068,0
0,2,58,960,3,9.000000000369823e-06,0
0,2,58,971,4,0.0625789999999995,0
0,2,58,971,3,1.7000000001488047e-05,0
0,2,78,557,0,0.06231799999999943,0
0,2,58,982,4,0.00016300000000057935,0
0,2,58,982,3,9.999999999621423e-06,0
0,2,58,994,4,0.06257599999999996,0
0,2,58,994,3,1.699999999971169e-05,0
0,2,78,668,0,0.0623149999999999,0
0,2,58,1005,4,0.0001660000000001105,0
0,2,58,1005,3,9.999999999621423e-06,0
1,2,60,0,1,0.03883599999999987,0
0,2,68,0,2,2.3999999999801958e-05,0
0,2,58,1016,4,0.02371100000000048,0
0,2,58,1016,3,1.600000000046009e-05,0
0,2,78,779,0,0.06231299999999962,0
0,2,58,1027,4,0.00017000000000066962,0
0,2,58,1027,3,1.0999999998873022e-05,0
0,2,58,1038,4,0.06257400000000146,0
0,2,58,1038,3,1.799999999896329e-05,0
0,2,78,860,0,0.06231000000000009,0
0,2,58,1049,4,0.00017000000000066962,0
0,2,58,1049,3,9.999999999621423e-06,0
0,2,58,1060,4,0.06257399999999969,0
0,2,58,1060,3,1.600000000046009e-05,0
0,2,78,871,0,0.06231999999999971,0
0,2,58,1071,4,0.0001619999999995514,0
0,2,58,1071,3,9.999999999621423e-06,0
0,2,58,1082,4,0.06257200000000118,0
0,2,58,1082,3,2.2999999998774e-05,0
0,2,78,883,0,0.062316000000000926,0
0,2,58,1093,4,0.00015900000000002024,0
0,2,58,1093,3,9.999999999621423e-06,0
0,2,58,1105,4,0.06257700000000099,0
0,2,58,1105,3,1.699999999971169e-05,0
0,2,78,894,0,0.06231599999999915,0
0,2,58,1116,4,0.0001660000000001105,0
0,2,58,1116,3,9.000000000369823e-06,0
0,2,58,1127,4,0.06257300000000043,0
0,2,58,1127,3,1.5999999998683734e-05,0
0,2,78,905,0,0.062334000000001666,0
0,2,58,1138,4,0.00014799999999937086,0
0,2,58,1138,3,9.999999999621423e-06,0
0,2,58,1149,4,0.06257700000000099,0
0,2,58,1149,3,1.5999999998683734e-05,0
0,2,78,916,0,0.0623269999999998,0
0,2,58,1160,4,0.00015500000000123748,0
0,2,58,1160,3,9.999999999621423e-06,0
0,2,58,1171,4,0.06258199999999903,0
0,2,58,1171,3,1.600000000046009e-05,0
0,2,78,927,0,0.06233399999999989,0
0,2,58,1182,4,0.00014800000000114721,0
0,2,58,1182,3,9.999999999621423e-06,0
0,2,58,1193,4,0.06257800000000024,0
0,2,58,1193,3,1.699999999971169e-05,0
0,2,78,938,0,0.06232400000000027,0
0,2,58,1204,4,0.00015799999999899228,0
0,2,58,1204,3,9.999999999621423e-06,0
0,2,58,1216,4,0.06257599999999996,0
0,2,58,1216,3,1.5000000001208491e-05,0
1,2,60,1,1,0.04269199999999884,0
0,2,68,1,2,2.200000000129876e-05,0
0,2,78,949,0,0.01960199999999901,0
0,2,58,1227,4,0.00016700000000113846,0
0,2,58,1227,3,8.999999998593466e-06,0
0,2,58,1238,4,0.06257900000000127,0
0,2,58,1238,3,1.699999999971169e-05,0
0,2,78,960,0,0.06230399999999925,0
0,2,58,1249,4,0.00017700000000075988,0
0,2,58,1249,3,9.999999999621423e-06,0
0,2,58,1260,4,0.06259200000000043,0
0,2,58,1260,3,1.699999999971169e-05,0
1,2,60,882,1,0.0017779999999998353,0
0,2,68,882,2,2.3000000000550358e-05,0
0,2,78,971,0,0.06048000000000009,0
0,2,58,1271,4,0.00020099999999878548,0
0,2,58,1271,3,1.000000000139778e-05,0
0,2,58,1282,4,0.0625719999999994,0
0,2,58,1282,3,1.600000000046009e-05,0
0,2,78,982,0,0.062276999999999916,0
0,2,58,1293,4,0.000204000000000093,0
0,2,58,1293,3,9.999999999621423e-06,0
0,2,58,1304,4,0.06257599999999996,0
0,2,58,1304,3,1.600000000046009e-05,0
0,2,78,994,0,0.06227999999999945,0
0,2,58,1315,4,0.00020199999999981344,0
0,2,58,1315,3,9.999999999621423e-06,0
0,2,58,1327,4,0.06257200000000118,0
0,2,58,1327,3,1.699999999971169e-05,0
0,2,78,1005,0,0.06227299999999936,0
0,2,58,1338,4,0.0002089999999999037,0
0,2,58,1338,3,9.999999999621423e-06,0
0,2,58,1349,4,0.06257100000000015,0
0,2,58,1349,3,1.7000000001488047e-05,0
0,2,78,1016,0,0.062274999999999636,0
0,2,58,1360,4,0.00020600000000037255,0
0,2,58,1360,3,9.999999999621423e-06,0
0,2,58,1371,4,0.06257299999999866,0
0,2,58,1371,3,1.600000000046009e-05,0
0,2,78,1027,0,0.062274000000000385,0
0,2,58,1382,4,0.0002080000000006521,0
0,2,58,1382,3,9.999999999621423e-06,0
0,2,58,1393,4,0.06257699999999922,0
0,2,58,1393,3,1.699999999971169e-05,0
0,2,78,1038,0,0.062269000000000574,0
0,2,58,1404,4,0.00021199999999943486,0
0,2,58,1404,3,1.000000000139778e-05,0
0,2,58,1415,4,0.06257699999999922,0
0,2,58,1415,3,1.600000000046009e-05,0
0,2,78,1049,0,0.062267000000000294,0
0,2,58,1426,4,0.00021499999999896602,0
0,2,58,1426,3,9.999999999621423e-06,0
0,2,58,1438,4,0.06256800000000062,0
0,2,58,1438,3,1.600000000046009e-05,0
0,2,78,1060,0,0.06226399999999899,0
0,2,58,1449,4,0.00021800000000027353,0
0,2,58,1449,3,9.999999999621423e-06,0
0,2,58,1460,4,0.06257800000000024,0
0,2,58,1460,3,1.600000000046009e-05,0
0,2,78,1071,0,0.062262000000000484,0
0,2,58,1471,4,0.0002200000000005531,0
0,2,58,1471,3,9.999999999621423e-06,0
0,2,58,1482,4,0.06257299999999866,0
0,2,58,1482,3,1.600000000046009e-05,0
0,2,78,1082,0,0.06225400000000114,0
0,2,58,1493,4,0.00022799999999989495,0
0,2,58,1493,3,9.999999999621423e-06,0
0,2,58,1504,4,0.06258099999999978,0
0,2,58,1504,3,1.600000000046009e-05,0
1,2,60,993,1,0.03339800000000004,0
0,2,68,993,2,2.3999999999801958e-05,0
0,2,78,1093,0,0.028817000000000093,0
0,2,58,1515,4,0.0002429999999993271,0
0,2,58,1515,3,9.000000000369823e-06,0
1,2,60,1104,1,0.01559999999999917,0
0,2,68,1104,2,2.3000000000550358e-05,0
0,2,58,1526,4,0.046953000000000245,0
0,2,58,1526,3,1.600000000046009e-05,0
0,2,78,1105,0,0.062232999999999095,0
