Source,Destination,Length,SequenceID,MessageType,Label
1,2,78,44195,11,0
1,2,60,22827,0,0
1,2,60,22828,0,0
0,2,58,19877,1,0
1,2,68,19877,9,0
1,2,78,44196,11,0
1,2,60,22829,0,0
0,2,58,19878,1,0
1,2,68,19878,9,0
0,2,58,19879,1,0
1,2,68,19879,9,0
1,2,60,22830,0,0
0,2,58,19880,1,0
1,2,68,19880,9,0
1,2,78,44197,11,0
1,2,60,22831,0,0
0,2,58,19881,1,0
1,2,68,19881,9,0
1,2,60,22832,0,0
0,2,58,19882,1,0
1,2,68,19882,9,0
0,2,58,19883,1,0
1,2,68,19883,9,0
1,2,78,44198,11,0
1,2,60,22833,0,0
0,2,58,19884,1,0
1,2,68,19884,9,0
1,2,60,22834,0,0
0,2,58,19885,1,0
1,2,68,19885,9,0
1,2,78,44199,11,0
1,2,60,22835,0,0
1,2,60,22836,0,0
0,2,58,19886,1,0
1,2,68,19886,9,0
1,2,78,44200,11,0
1,2,60,22837,0,0
0,2,58,19887,1,0
1,2,68,19887,9,0
1,2,60,22838,0,0
1,2,78,44201,11,0
1,2,60,22839,0,0
0,2,58,19888,1,0
1,2,68,19888,9,0
0,2,58,19889,1,0
1,2,68,19889,9,0
1,2,60,22840,0,0
0,2,58,19890,1,0
1,2,68,19890,9,0
1,2,78,44202,11,0
1,2,60,22841,0,0
0,2,58,19891,1,0
1,2,68,19891,9,0
1,2,60,22842,0,0
0,2,58,19892,1,0
1,2,68,19892,9,0
1,2,78,44203,11,0
1,2,60,22843,0,0
0,2,58,19893,1,0
1,2,68,19893,9,0
1,2,60,22844,0,0
0,2,58,19894,1,0
1,2,68,19894,9,0
0,2,58,19895,1,0
1,2,68,19895,9,0
1,2,78,44204,11,0
1,2,60,22845,0,0
0,2,58,19896,1,0
1,2,68,19896,9,0
1,2,60,22846,0,0
0,2,58,19897,1,0
1,2,68,19897,9,0
1,2,78,44205,11,0
1,2,60,22847,0,0
1,2,60,22848,0,0
0,2,58,19898,1,0
1,2,68,19898,9,0
1,2,78,44206,11,0
1,2,60,22849,0,0
0,2,58,19899,1,0
1,2,68,19899,9,0
1,2,60,22850,0,0
1,2,78,44207,11,0
1,2,60,22851,0,0
0,2,58,19900,1,0
1,2,68,19900,9,0
0,2,58,19901,1,0
1,2,68,19901,9,0
1,2,60,22852,0,0
0,2,58,19902,1,0
1,2,68,19902,9,0
0,2,58,19903,1,0
1,2,68,19903,9,0
1,2,78,44208,11,0
1,2,60,22853,0,0
0,2,58,19904,1,0
1,2,68,19904,9,0
1,2,60,22854,0,0
1,2,78,44209,11,0
1,2,60,22855,0,0
0,2,58,19905,1,0
1,2,68,19905,9,0
1,2,60,22856,0,0
0,2,58,19906,1,0
1,2,68,19906,9,0
1,2,78,44210,11,0
1,2,60,22857,0,0
0,2,58,19907,1,0
1,2,68,19907,9,0
1,2,60,22858,0,0
1,2,78,44211,11,0
1,2,60,22859,0,0
0,2,58,19908,1,0
1,2,68,19908,9,0
1,2,60,22860,0,0
0,2,58,19909,1,0
1,2,68,19909,9,0
0,2,58,19910,1,0
1,2,68,19910,9,0
1,2,78,44212,11,0
1,2,60,22861,0,0
0,2,58,19911,1,0
1,2,68,19911,9,0
1,2,60,22862,0,0
0,2,58,19912,1,0
1,2,68,19912,9,0
1,2,78,44213,11,0
1,2,60,22863,0,0
0,2,58,19913,1,0
1,2,68,19913,9,0
1,2,60,22864,0,0
0,2,58,19914,1,0
1,2,68,19914,9,0
1,2,78,44214,11,0
1,2,60,22865,0,0
0,2,58,19915,1,0
1,2,68,19915,9,0
1,2,60,22866,0,0
1,2,78,44215,11,0
1,2,60,22867,0,0
0,2,58,19916,1,0
1,2,68,19916,9,0
0,2,58,19917,1,0
1,2,68,19917,9,0
1,2,60,22868,0,0
1,2,78,44216,11,0
1,2,60,22869,0,0
0,2,58,19918,1,0
1,2,68,19918,9,0
1,2,60,22870,0,0
1,2,78,44217,11,0
1,2,60,22871,0,0
0,2,58,19919,1,0
1,2,68,19919,9,0
0,2,58,19920,1,0
1,2,68,19920,9,0
1,2,60,22872,0,0
0,2,58,19921,1,0
1,2,68,19921,9,0
1,2,78,44218,11,0
1,2,60,22873,0,0
1,2,60,22874,0,0
0,2,58,19922,1,0
1,2,68,19922,9,0
1,2,78,44219,11,0
1,2,60,22875,0,0
0,2,58,19923,1,0
1,2,68,19923,9,0
1,2,60,22876,0,0
0,2,58,19924,1,0
1,2,68,19924,9,0
1,2,78,44220,11,0
1,2,60,22877,0,0
0,2,58,19925,1,0
1,2,68,19925,9,0
1,2,60,22878,0,0
1,2,78,44221,11,0
1,2,60,22879,0,0
0,2,58,19926,1,0
1,2,68,19926,9,0
1,2,60,22880,0,0
0,2,58,19927,1,0
1,2,68,19927,9,0
1,2,78,44222,11,0
1,2,60,22881,0,0
1,2,60,22882,0,0
0,2,58,19928,1,0
1,2,68,19928,9,0
0,2,58,19929,1,0
1,2,68,19929,9,0
1,2,78,44223,11,0
1,2,60,22883,0,0
1,2,60,22884,0,0
0,2,58,19930,1,0
1,2,68,19930,9,0
0,2,58,19931,1,0
1,2,68,19931,9,0
1,2,78,44224,11,0
1,2,60,22885,0,0
0,2,58,19932,1,0
1,2,68,19932,9,0
1,2,60,22886,0,0
0,2,58,19933,1,0
1,2,68,19933,9,0
0,2,58,19934,1,0
1,2,68,19934,9,0
1,2,78,44225,11,0
1,2,60,22887,0,0
1,2,60,22888,0,0
0,2,58,19935,1,0
1,2,68,19935,9,0
0,2,58,19936,1,0
1,2,68,19936,9,0
1,2,78,44226,11,0
1,2,60,22889,0,0
0,2,58,19937,1,0
1,2,68,19937,9,0
0,2,58,19938,1,0
1,2,68,19938,9,0
1,2,60,22890,0,0
0,2,58,19939,1,0
1,2,68,19939,9,0
1,2,78,44227,11,0
1,2,60,22891,0,0
1,2,60,22892,0,0
0,2,58,19940,1,0
1,2,68,19940,9,0
0,2,58,19941,1,0
1,2,68,19941,9,0
1,2,78,44228,11,0
1,2,60,22893,0,0
0,2,58,19942,1,0
1,2,68,19942,9,0
1,2,60,22894,0,0
0,2,58,19943,1,0
1,2,68,19943,9,0
1,2,78,44229,11,0
1,2,60,22895,0,0
1,2,60,22896,0,0
0,2,58,19944,1,0
1,2,68,19944,9,0
1,2,78,44230,11,0
1,2,60,22897,0,0
0,2,58,19945,1,0
1,2,68,19945,9,0
0,2,58,19946,1,0
1,2,68,19946,9,0
1,2,60,22898,0,0
1,2,78,44231,11,0
1,2,60,22899,0,0
0,2,58,19947,1,0
1,2,68,19947,9,0
1,2,60,22900,0,0
1,2,78,44232,11,0
1,2,60,22901,0,0
0,2,58,19948,1,0
1,2,68,19948,9,0
1,2,60,22902,0,0
1,2,78,44233,11,0
1,2,60,22903,0,0
0,2,58,19949,1,0
1,2,68,19949,9,0
0,2,58,19950,1,0
1,2,60,22904,0,0
1,2,68,19950,9,0
1,2,78,44234,11,0
1,2,60,22905,0,0
0,2,58,19951,1,0
1,2,68,19951,9,0
1,2,60,22906,0,0
1,2,78,44235,11,0
1,2,60,22907,0,0
0,2,58,19952,1,0
1,2,68,19952,9,0
1,2,60,22908,0,0
1,2,78,44236,11,0
1,2,60,22909,0,0
0,2,58,19953,1,0
1,2,68,19953,9,0
1,2,60,22910,0,0
0,2,58,19954,1,0
1,2,68,19954,9,0
1,2,78,44237,11,0
1,2,60,22911,0,0
1,2,60,22912,0,0
0,2,58,19955,1,0
1,2,68,19955,9,0
1,2,78,44238,11,0
1,2,60,22913,0,0
0,2,58,19956,1,0
1,2,68,19956,9,0
1,2,60,22914,0,0
0,2,58,19957,1,0
1,2,68,19957,9,0
1,2,78,44239,11,0
1,2,60,22915,0,0
0,2,58,19958,1,0
1,2,68,19958,9,0
1,2,60,22916,0,0
0,2,58,19959,1,0
1,2,68,19959,9,0
1,2,78,44240,11,0
1,2,60,22917,0,0
1,2,60,22918,0,0
0,2,58,19960,1,0
1,2,68,19960,9,0
1,2,78,44241,11,0
1,2,60,22919,0,0
0,2,58,19961,1,0
1,2,68,19961,9,0
0,2,58,19962,1,0
1,2,68,19962,9,0
1,2,60,22920,0,0
0,2,58,19963,1,0
1,2,68,19963,9,0
1,2,78,44242,11,0
1,2,60,22921,0,0
1,2,60,22922,0,0
0,2,58,19964,1,0
1,2,68,19964,9,0
1,2,78,44243,11,0
1,2,60,22923,0,0
0,2,58,19965,1,0
1,2,68,19965,9,0
1,2,60,22924,0,0
0,2,58,19966,1,0
1,2,68,19966,9,0
1,2,78,44244,11,0
1,2,60,22925,0,0
0,2,58,19967,1,0
1,2,68,19967,9,0
1,2,60,22926,0,0
0,2,58,19968,1,0
1,2,68,19968,9,0
1,2,78,44245,11,0
1,2,60,22927,0,0
1,2,60,22928,0,0
0,2,58,19969,1,0
1,2,68,19969,9,0
1,2,78,44246,11,0
1,2,60,22929,0,0
0,2,58,19970,1,0
1,2,68,19970,9,0
1,2,60,22930,0,0
0,2,58,19971,1,0
1,2,68,19971,9,0
1,2,78,44247,11,0
1,2,60,22931,0,0
0,2,58,19972,1,0
1,2,68,19972,9,0
1,2,60,22932,0,0
0,2,58,19973,1,0
1,2,68,19973,9,0
1,2,78,44248,11,0
1,2,60,22933,0,0
0,2,58,19974,1,0
1,2,68,19974,9,0
1,2,60,22934,0,0
1,2,78,44249,11,0
1,2,60,22935,0,0
0,2,58,19975,1,0
1,2,68,19975,9,0
1,2,60,22936,0,0
1,2,78,44250,11,0
1,2,60,22937,0,0
0,2,58,19976,1,0
1,2,68,19976,9,0
0,2,58,19977,1,0
1,2,68,19977,9,0
1,2,60,22938,0,0
1,2,78,44251,11,0
1,2,60,22939,0,0
0,2,58,19978,1,0
1,2,68,19978,9,0
1,2,60,22940,0,0
0,2,58,19979,1,0
1,2,68,19979,9,0
1,2,78,44252,11,0
1,2,60,22941,0,0
0,2,58,19980,1,0
1,2,68,19980,9,0
0,2,58,19981,1,0
1,2,68,19981,9,0
1,2,60,22942,0,0
0,2,58,19982,1,0
1,2,68,19982,9,0
1,2,78,44253,11,0
1,2,60,22943,0,0
0,2,58,19983,1,0
1,2,68,19983,9,0
1,2,60,22944,0,0
1,2,78,44254,11,0
1,2,60,22945,0,0
0,2,58,19984,1,0
1,2,68,19984,9,0
1,2,60,22946,0,0
0,2,58,19985,1,0
1,2,78,44255,11,0
1,2,60,22947,0,0
1,2,68,19985,9,0
0,2,58,19986,1,0
1,2,68,19986,9,0
1,2,60,22948,0,0
0,2,58,19987,1,0
1,2,68,19987,9,0
1,2,78,44256,11,0
1,2,60,22949,0,0
0,2,58,19988,1,0
1,2,68,19988,9,0
0,2,58,19989,1,0
1,2,68,19989,9,0
1,2,60,22950,0,0
0,2,58,19990,1,0
1,2,68,19990,9,0
0,2,58,19991,1,0
1,2,68,19991,9,0
1,2,78,44257,11,0
1,2,60,22951,0,0
1,2,60,22952,0,0
0,2,58,19992,1,0
1,2,68,19992,9,0
1,2,78,44258,11,0
1,2,60,22953,0,0
0,2,58,19993,1,0
1,2,68,19993,9,0
0,2,58,19994,1,0
1,2,68,19994,9,0
1,2,60,22954,0,0
0,2,58,19995,1,0
1,2,68,19995,9,0
0,2,58,19996,1,0
1,2,68,19996,9,0
1,2,78,44259,11,0
1,2,60,22955,0,0
0,2,58,19997,1,0
1,2,68,19997,9,0
1,2,60,22956,0,0
0,2,58,19998,1,0
1,2,68,19998,9,0
1,2,78,44260,11,0
1,2,60,22957,0,0
0,2,58,19999,1,0
1,2,68,19999,9,0
0,2,58,20000,1,0
1,2,68,20000,9,0
1,2,60,22958,0,0
0,2,58,20001,1,0
1,2,68,20001,9,0
0,2,58,20002,1,0
1,2,68,20002,9,0
1,2,78,44261,11,0
1,2,60,22959,0,0
0,2,58,20003,1,0
1,2,68,20003,9,0
1,2,60,22960,0,0
0,2,58,20004,1,0
1,2,68,20004,9,0
1,2,78,44262,11,0
1,2,60,22961,0,0
0,2,58,20005,1,0
1,2,68,20005,9,0
0,2,58,20006,1,0
1,2,68,20006,9,0
1,2,60,22962,0,0
1,2,78,44263,11,0
1,2,60,22963,0,0
0,2,58,20007,1,0
1,2,68,20007,9,0
1,2,60,22964,0,0
0,2,58,20008,1,0
1,2,68,20008,9,0
1,2,78,44264,11,0
1,2,60,22965,0,0
1,2,60,22966,0,0
0,2,58,20009,1,0
1,2,68,20009,9,0
1,2,78,44265,11,0
1,2,60,22967,0,0
0,2,58,20010,1,0
1,2,68,20010,9,0
1,2,60,22968,0,0
1,2,78,44266,11,0
1,2,60,22969,0,0
0,2,58,20011,1,0
1,2,68,20011,9,0
0,2,58,20012,1,0
1,2,68,20012,9,0
1,2,60,22970,0,0
1,2,78,44267,11,0
1,2,60,22971,0,0
0,2,58,20013,1,0
1,2,68,20013,9,0
1,2,60,22972,0,0
0,2,58,20014,1,0
1,2,68,20014,9,0
1,2,78,44268,11,0
1,2,60,22973,0,0
0,2,58,20015,1,0
1,2,68,20015,9,0
0,2,58,20016,1,0
1,2,68,20016,9,0
1,2,60,22974,0,0
0,2,58,20017,1,0
1,2,68,20017,9,0
1,2,78,44269,11,0
1,2,60,22975,0,0
0,2,58,20018,1,0
1,2,68,20018,9,0
1,2,60,22976,0,0
1,2,78,44270,11,0
1,2,60,22977,0,0
0,2,58,20019,1,0
1,2,68,20019,9,0
1,2,60,22978,0,0
0,2,58,20020,1,0
1,2,68,20020,9,0
1,2,78,44271,11,0
1,2,60,22979,0,0
1,2,60,22980,0,0
0,2,58,20021,1,0
1,2,68,20021,9,0
1,2,78,44272,11,0
1,2,60,22981,0,0
1,2,60,22982,0,0
0,2,58,20022,1,0
1,2,68,20022,9,0
0,2,58,20023,1,0
1,2,68,20023,9,0
0,2,58,20024,1,0
1,2,68,20024,9,0
1,2,78,44273,11,0
1,2,60,22983,0,0
1,2,60,22984,0,0
0,2,58,20025,1,0
1,2,68,20025,9,0
1,2,78,44274,11,0
1,2,60,22985,0,0
0,2,58,20026,1,0
1,2,68,20026,9,0
0,2,58,20027,1,0
1,2,68,20027,9,0
1,2,60,22986,0,0
0,2,58,20028,1,0
1,2,68,20028,9,0
1,2,78,44275,11,0
1,2,60,22987,0,0
0,2,58,20029,1,0
1,2,68,20029,9,0
1,2,60,22988,0,0
0,2,58,20030,1,0
1,2,68,20030,9,0
1,2,78,44276,11,0
1,2,60,22989,0,0
0,2,58,20031,1,0
1,2,68,20031,9,0
1,2,60,22990,0,0
0,2,58,20032,1,0
1,2,68,20032,9,0
1,2,78,44277,11,0
1,2,60,22991,0,0
0,2,58,20033,1,0
1,2,68,20033,9,0
0,2,58,20034,1,0
1,2,68,20034,9,0
1,2,60,22992,0,0
1,2,78,44278,11,0
1,2,60,22993,0,0
0,2,58,20035,1,0
1,2,68,20035,9,0
0,2,58,20036,1,0
1,2,68,20036,9,0
1,2,60,22994,0,0
0,2,58,20037,1,0
1,2,68,20037,9,0
1,2,78,44279,11,0
1,2,60,22995,0,0
0,2,58,20038,1,0
1,2,68,20038,9,0
1,2,60,22996,0,0
1,2,78,44280,11,0
1,2,60,22997,0,0
0,2,58,20039,1,0
1,2,68,20039,9,0
1,2,60,22998,0,0
0,2,58,20040,1,0
1,2,68,20040,9,0
1,2,78,44281,11,0
1,2,60,22999,0,0
0,2,58,20041,1,0
1,2,68,20041,9,0
1,2,60,23000,0,0
1,2,78,44282,11,0
1,2,60,23001,0,0
0,2,58,20042,1,0
1,2,68,20042,9,0
1,2,60,23002,0,0
1,2,78,44283,11,0
1,2,60,23003,0,0
0,2,58,20043,1,0
1,2,68,20043,9,0
1,2,60,23004,0,0
0,2,58,20044,1,0
1,2,68,20044,9,0
1,2,78,44284,11,0
1,2,60,23005,0,0
1,2,60,23006,0,0
0,2,58,20045,1,0
1,2,68,20045,9,0
0,2,58,20046,1,0
1,2,68,20046,9,0
1,2,78,44285,11,0
1,2,60,23007,0,0
0,2,58,20047,1,0
1,2,68,20047,9,0
0,2,58,20048,1,0
1,2,68,20048,9,0
1,2,60,23008,0,0
1,2,78,44286,11,0
1,2,60,23009,0,0
0,2,58,20049,1,0
1,2,68,20049,9,0
1,2,60,23010,0,0
1,2,78,44287,11,0
1,2,60,23011,0,0
0,2,58,20050,1,0
1,2,68,20050,9,0
0,2,58,20051,1,0
1,2,68,20051,9,0
0,2,58,20052,1,0
1,2,68,20052,9,0
1,2,60,23012,0,0
0,2,58,20053,1,0
1,2,68,20053,9,0
1,2,78,44288,11,0
1,2,60,23013,0,0
1,2,60,23014,0,0
0,2,58,20054,1,0
1,2,68,20054,9,0
1,2,78,44289,11,0
1,2,60,23015,0,0
0,2,58,20055,1,0
1,2,68,20055,9,0
1,2,60,23016,0,0
0,2,58,20056,1,0
1,2,68,20056,9,0
1,2,78,44290,11,0
1,2,60,23017,0,0
0,2,58,20057,1,0
1,2,68,20057,9,0
1,2,60,23018,0,0
0,2,58,20058,1,0
1,2,68,20058,9,0
1,2,78,44291,11,0
1,2,60,23019,0,0
0,2,58,20059,1,0
1,2,68,20059,9,0
1,2,60,23020,0,0
0,2,58,20060,1,0
1,2,68,20060,9,0
1,2,78,44292,11,0
1,2,60,23021,0,0
1,2,60,23022,0,0
0,2,58,20061,1,0
1,2,68,20061,9,0
0,2,58,20062,1,0
1,2,68,20062,9,0
1,2,78,44293,11,0
1,2,60,23023,0,0
0,2,58,20063,1,0
1,2,68,20063,9,0
1,2,60,23024,0,0
0,2,58,20064,1,0
1,2,68,20064,9,0
1,2,78,44294,11,0
1,2,60,23025,0,0
1,2,60,23026,0,0
0,2,58,20065,1,0
1,2,68,20065,9,0
0,2,58,20066,1,0
1,2,68,20066,9,0
0,2,58,20067,1,0
1,2,68,20067,9,0
0,2,58,20068,1,0
1,2,68,20068,9,0
1,2,78,44295,11,0
1,2,60,23027,0,0
0,2,58,20069,1,0
1,2,68,20069,9,0
1,2,60,23028,0,0
0,2,58,20070,1,0
1,2,68,20070,9,0
1,2,78,44296,11,0
1,2,60,23029,0,0
0,2,58,20071,1,0
1,2,68,20071,9,0
1,2,60,23030,0,0
0,2,58,20072,1,0
1,2,68,20072,9,0
0,2,58,20073,1,0
1,2,68,20073,9,0
1,2,78,44297,11,0
1,2,60,23031,0,0
1,2,60,23032,0,0
0,2,58,20074,1,0
1,2,68,20074,9,0
0,2,58,20075,1,0
1,2,68,20075,9,0
1,2,78,44298,11,0
1,2,60,23033,0,0
1,2,60,23034,0,0
0,2,58,20076,1,0
1,2,68,20076,9,0
1,2,78,44299,11,0
1,2,60,23035,0,0
1,2,60,23036,0,0
0,2,58,20077,1,0
1,2,68,20077,9,0
1,2,78,44300,11,0
1,2,60,23037,0,0
1,2,60,23038,0,0
0,2,58,20078,1,0
1,2,68,20078,9,0
1,2,78,44301,11,0
1,2,60,23039,0,0
0,2,58,20079,1,0
1,2,68,20079,9,0
1,2,60,23040,0,0
1,2,78,44302,11,0
1,2,60,23041,0,0
0,2,58,20080,1,0
1,2,68,20080,9,0
1,2,60,23042,0,0
0,2,58,20081,1,0
1,2,68,20081,9,0
0,2,58,20082,1,0
1,2,68,20082,9,0
1,2,78,44303,11,0
1,2,60,23043,0,0
1,2,60,23044,0,0
0,2,58,20083,1,0
1,2,68,20083,9,0
1,2,78,44304,11,0
1,2,60,23045,0,0
0,2,58,20084,1,0
1,2,68,20084,9,0
0,2,58,20085,1,0
1,2,68,20085,9,0
1,2,60,23046,0,0
0,2,58,20086,1,0
1,2,68,20086,9,0
0,2,58,20087,1,0
1,2,68,20087,9,0
1,2,78,44305,11,0
1,2,60,23047,0,0
1,2,60,23048,0,0
0,2,58,20088,1,0
1,2,68,20088,9,0
0,2,58,20089,1,0
1,2,68,20089,9,0
0,2,58,20090,1,0
1,2,68,20090,9,0
1,2,78,44306,11,0
1,2,60,23049,0,0
0,2,58,20091,1,0
1,2,68,20091,9,0
1,2,60,23050,0,0
0,2,58,20092,1,0
1,2,68,20092,9,0
1,2,78,44307,11,0
1,2,60,23051,0,0
1,2,60,23052,0,0
0,2,58,20093,1,0
1,2,68,20093,9,0
1,2,78,44308,11,0
1,2,60,23053,0,0
0,2,58,20094,1,0
1,2,68,20094,9,0
0,2,58,20095,1,0
1,2,68,20095,9,0
0,2,58,20096,1,0
1,2,68,20096,9,0
1,2,60,23054,0,0
1,2,78,44309,11,0
1,2,60,23055,0,0
0,2,58,20097,1,0
1,2,68,20097,9,0
0,2,58,20098,1,0
1,2,68,20098,9,0
1,2,60,23056,0,0
1,2,78,44310,11,0
1,2,60,23057,0,0
0,2,58,20099,1,0
1,2,68,20099,9,0
0,2,58,20100,1,0
1,2,68,20100,9,0
0,2,58,20101,1,0
1,2,68,20101,9,0
1,2,60,23058,0,0
0,2,58,20102,1,0
1,2,68,20102,9,0
1,2,78,44311,11,0
1,2,60,23059,0,0
0,2,58,20103,1,0
1,2,68,20103,9,0
1,2,60,23060,0,0
0,2,58,20104,1,0
1,2,68,20104,9,0
0,2,58,20105,1,0
1,2,68,20105,9,0
1,2,78,44312,11,0
1,2,60,23061,0,0
1,2,60,23062,0,0
0,2,58,20106,1,0
1,2,68,20106,9,0
0,2,58,20107,1,0
1,2,68,20107,9,0
1,2,78,44313,11,0
1,2,60,23063,0,0
0,2,58,20108,1,0
1,2,68,20108,9,0
0,2,58,20109,1,0
1,2,60,23064,0,0
1,2,68,20109,9,0
0,2,58,20110,1,0
1,2,68,20110,9,0
1,2,78,44314,11,0
1,2,60,23065,0,0
0,2,58,20111,1,0
1,2,68,20111,9,0
0,2,58,20112,1,0
1,2,68,20112,9,0
0,2,58,20113,1,0
1,2,68,20113,9,0
1,2,60,23066,0,0
1,2,78,44315,11,0
1,2,60,23067,0,0
0,2,58,20114,1,0
1,2,68,20114,9,0
1,2,60,23068,0,0
1,2,78,44316,11,0
1,2,60,23069,0,0
0,2,58,20115,1,0
1,2,68,20115,9,0
0,2,58,20116,1,0
1,2,68,20116,9,0
0,2,58,20117,1,0
1,2,68,20117,9,0
1,2,60,23070,0,0
1,2,78,44317,11,0
1,2,60,23071,0,0
0,2,58,20118,1,0
1,2,68,20118,9,0
1,2,60,23072,0,0
1,2,78,44318,11,0
1,2,60,23073,0,0
0,2,58,20119,1,0
1,2,68,20119,9,0
1,2,60,23074,0,0
0,2,58,20120,1,0
1,2,68,20120,9,0
1,2,78,44319,11,0
1,2,60,23075,0,0
0,2,58,20121,1,0
1,2,68,20121,9,0
1,2,60,23076,0,0
1,2,78,44320,11,0
1,2,60,23077,0,0
0,2,58,20122,1,0
1,2,68,20122,9,0
0,2,58,20123,1,0
1,2,68,20123,9,0
1,2,60,23078,0,0
0,2,58,20124,1,0
1,2,68,20124,9,0
1,2,78,44321,11,0
1,2,60,23079,0,0
0,2,58,20125,1,0
1,2,68,20125,9,0
0,2,58,20126,1,0
1,2,68,20126,9,0
1,2,60,23080,0,0
0,2,58,20127,1,0
1,2,68,20127,9,0
1,2,78,44322,11,0
1,2,60,23081,0,0
0,2,58,20128,1,0
1,2,68,20128,9,0
1,2,60,23082,0,0
0,2,58,20129,1,0
1,2,68,20129,9,0
1,2,78,44323,11,0
1,2,60,23083,0,0
1,2,60,23084,0,0
0,2,58,20130,1,0
1,2,68,20130,9,0
1,2,78,44324,11,0
1,2,60,23085,0,0
0,2,58,20131,1,0
1,2,68,20131,9,0
1,2,60,23086,0,0
0,2,58,20132,1,0
1,2,68,20132,9,0
1,2,78,44325,11,0
1,2,60,23087,0,0
1,2,60,23088,0,0
0,2,58,20133,1,0
1,2,68,20133,9,0
0,2,58,20134,1,0
1,2,68,20134,9,0
1,2,78,44326,11,0
1,2,60,23089,0,0
1,2,60,23090,0,0
0,2,58,20135,1,0
1,2,68,20135,9,0
1,2,78,44327,11,0
1,2,60,23091,0,0
0,2,58,20136,1,0
1,2,68,20136,9,0
1,2,60,23092,0,0
0,2,58,20137,1,0
1,2,68,20137,9,0
1,2,78,44328,11,0
1,2,60,23093,0,0
0,2,58,20138,1,0
1,2,68,20138,9,0
1,2,60,23094,0,0
0,2,58,20139,1,0
1,2,68,20139,9,0
1,2,78,44329,11,0
1,2,60,23095,0,0
0,2,58,20140,1,0
1,2,68,20140,9,0
0,2,58,20141,1,0
1,2,68,20141,9,0
1,2,60,23096,0,0
0,2,58,20142,1,0
1,2,68,20142,9,0
1,2,78,44330,11,0
1,2,60,23097,0,0
0,2,58,20143,1,0
1,2,68,20143,9,0
1,2,60,23098,0,0
1,2,78,44331,11,0
1,2,60,23099,0,0
0,2,58,20144,1,0
1,2,68,20144,9,0
1,2,60,23100,0,0
0,2,58,20145,1,0
1,2,68,20145,9,0
0,2,58,20146,1,0
1,2,68,20146,9,0
1,2,78,44332,11,0
1,2,60,23101,0,0
0,2,58,20147,1,0
1,2,68,20147,9,0
1,2,60,23102,0,0
1,2,78,44333,11,0
1,2,60,23103,0,0
0,2,58,20148,1,0
1,2,68,20148,9,0
1,2,60,23104,0,0
0,2,58,20149,1,0
1,2,68,20149,9,0
1,2,78,44334,11,0
1,2,60,23105,0,0
0,2,58,20150,1,0
1,2,68,20150,9,0
0,2,58,20151,1,0
1,2,68,20151,9,0
1,2,60,23106,0,0
0,2,58,20152,1,0
1,2,68,20152,9,0
1,2,78,44335,11,0
1,2,60,23107,0,0
1,2,60,23108,0,0
0,2,58,20153,1,0
1,2,68,20153,9,0
1,2,78,44336,11,0
1,2,60,23109,0,0
0,2,58,20154,1,0
1,2,68,20154,9,0
1,2,60,23110,0,0
1,2,78,44337,11,0
1,2,60,23111,0,0
0,2,58,20155,1,0
1,2,68,20155,9,0
1,2,60,23112,0,0
1,2,78,44338,11,0
1,2,60,23113,0,0
0,2,58,20156,1,0
1,2,68,20156,9,0
0,2,58,20157,1,0
1,2,68,20157,9,0
1,2,60,23114,0,0
0,2,58,20158,1,0
1,2,68,20158,9,0
1,2,78,44339,11,0
1,2,60,23115,0,0
0,2,58,20159,1,0
1,2,68,20159,9,0
1,2,60,23116,0,0
1,2,78,44340,11,0
1,2,60,23117,0,0
0,2,58,20160,1,0
1,2,68,20160,9,0
1,2,60,23118,0,0
0,2,58,20161,1,0
1,2,68,20161,9,0
1,2,78,44341,11,0
1,2,60,23119,0,0
0,2,58,20162,1,0
1,2,68,20162,9,0
1,2,60,23120,0,0
1,2,78,44342,11,0
1,2,60,23121,0,0
0,2,58,20163,1,0
1,2,68,20163,9,0
1,2,60,23122,0,0
1,2,78,44343,11,0
1,2,60,23123,0,0
0,2,58,20164,1,0
1,2,68,20164,9,0
1,2,60,23124,0,0
0,2,58,20165,1,0
1,2,68,20165,9,0
0,2,58,20166,1,0
1,2,68,20166,9,0
1,2,78,44344,11,0
1,2,60,23125,0,0
1,2,60,23126,0,0
0,2,58,20167,1,0
1,2,68,20167,9,0
0,2,58,20168,1,0
1,2,68,20168,9,0
1,2,78,44345,11,0
1,2,60,23127,0,0
0,2,58,20169,1,0
1,2,68,20169,9,0
1,2,60,23128,0,0
0,2,58,20170,1,0
1,2,68,20170,9,0
1,2,78,44346,11,0
1,2,60,23129,0,0
0,2,58,20171,1,0
1,2,68,20171,9,0
1,2,60,23130,0,0
0,2,58,20172,1,0
1,2,68,20172,9,0
1,2,78,44347,11,0
1,2,60,23131,0,0
0,2,58,20173,1,0
1,2,68,20173,9,0
1,2,60,23132,0,0
0,2,58,20174,1,0
1,2,68,20174,9,0
0,2,58,20175,1,0
1,2,68,20175,9,0
1,2,78,44348,11,0
1,2,60,23133,0,0
0,2,58,20176,1,0
1,2,68,20176,9,0
0,2,58,20177,1,0
1,2,68,20177,9,0
1,2,60,23134,0,0
1,2,78,44349,11,0
1,2,60,23135,0,0
0,2,58,20178,1,0
1,2,68,20178,9,0
1,2,60,23136,0,0
0,2,58,20179,1,0
1,2,68,20179,9,0
1,2,78,44350,11,0
1,2,60,23137,0,0
0,2,58,20180,1,0
1,2,68,20180,9,0
