Source,Destination,Length,SequenceID,MessageType,Label
1,2,60,23699,0,0
0,2,58,20689,1,0
1,2,68,20689,9,0
1,2,60,23700,0,0
0,2,58,20690,1,0
1,2,68,20690,9,0
0,2,58,20691,1,0
1,2,68,20691,9,0
0,2,58,20692,1,0
1,2,68,20692,9,0
1,2,78,44636,11,0
1,2,60,23701,0,0
0,2,58,20693,1,0
1,2,68,20693,9,0
0,2,58,20694,1,0
1,2,68,20694,9,0
1,2,60,23702,0,0
0,2,58,20695,1,0
1,2,68,20695,9,0
0,2,58,20696,1,0
1,2,68,20696,9,0
1,2,78,44637,11,0
1,2,60,23703,0,0
1,2,60,23704,0,0
0,2,58,20697,1,0
1,2,68,20697,9,0
1,2,78,44638,11,0
1,2,60,23705,0,0
0,2,58,20698,1,0
1,2,68,20698,9,0
1,2,60,23706,0,0
0,2,58,20699,1,0
1,2,68,20699,9,0
0,2,58,20700,1,0
1,2,68,20700,9,0
1,2,78,44639,11,0
1,2,60,23707,0,0
0,2,58,20701,1,0
1,2,68,20701,9,0
1,2,60,23708,0,0
0,2,58,20702,1,0
1,2,68,20702,9,0
1,2,78,44640,11,0
1,2,60,23709,0,0
1,2,60,23710,0,0
0,2,58,20703,1,0
1,2,68,20703,9,0
0,2,58,20704,1,0
1,2,68,20704,9,0
1,2,78,44641,11,0
1,2,60,23711,0,0
0,2,58,20705,1,0
1,2,68,20705,9,0
1,2,60,23712,0,0
0,2,58,20706,1,0
1,2,68,20706,9,0
1,2,78,44642,11,0
1,2,60,23713,0,0
0,2,58,20707,1,0
1,2,68,20707,9,0
1,2,60,23714,0,0
1,2,78,44643,11,0
1,2,60,23715,0,0
0,2,58,20708,1,0
1,2,68,20708,9,0
1,2,60,23716,0,0
0,2,58,20709,1,0
1,2,68,20709,9,0
0,2,58,20710,1,0
1,2,68,20710,9,0
1,2,78,44644,11,0
1,2,60,23717,0,0
0,2,58,20711,1,0
1,2,68,20711,9,0
1,2,60,23718,0,0
0,2,58,20712,1,0
1,2,68,20712,9,0
1,2,78,44645,11,0
1,2,60,23719,0,0
0,2,58,20713,1,0
1,2,68,20713,9,0
1,2,60,23720,0,0
1,2,78,44646,11,0
1,2,60,23721,0,0
0,2,58,20714,1,0
1,2,68,20714,9,0
0,2,58,20715,1,0
1,2,68,20715,9,0
1,2,60,23722,0,0
0,2,58,20716,1,0
1,2,68,20716,9,0
0,2,58,20717,1,0
1,2,68,20717,9,0
0,2,58,20718,1,0
1,2,68,20718,9,0
1,2,78,44647,11,0
1,2,60,23723,0,0
0,2,58,20719,1,0
1,2,68,20719,9,0
1,2,60,23724,0,0
0,2,58,20720,1,0
1,2,68,20720,9,0
1,2,78,44648,11,0
1,2,60,23725,0,0
1,2,60,23726,0,0
0,2,58,20721,1,0
1,2,68,20721,9,0
0,2,58,20722,1,0
1,2,68,20722,9,0
1,2,78,44649,11,0
1,2,60,23727,0,0
0,2,58,20723,1,0
1,2,68,20723,9,0
0,2,58,20724,1,0
1,2,68,20724,9,0
1,2,60,23728,0,0
0,2,58,20725,1,0
1,2,68,20725,9,0
1,2,78,44650,11,0
1,2,60,23729,0,0
0,2,58,20726,1,0
1,2,68,20726,9,0
1,2,60,23730,0,0
0,2,58,20727,1,0
1,2,68,20727,9,0
1,2,78,44651,11,0
1,2,60,23731,0,0
1,2,60,23732,0,0
0,2,58,20728,1,0
1,2,68,20728,9,0
0,2,58,20729,1,0
1,2,68,20729,9,0
1,2,78,44652,11,0
1,2,60,23733,0,0
1,2,60,23734,0,0
0,2,58,20730,1,0
1,2,68,20730,9,0
1,2,78,44653,11,0
1,2,60,23735,0,0
0,2,58,20731,1,0
1,2,68,20731,9,0
0,2,58,20732,1,0
1,2,68,20732,9,0
1,2,60,23736,0,0
0,2,58,20733,1,0
1,2,68,20733,9,0
1,2,78,44654,11,0
1,2,60,23737,0,0
0,2,58,20734,1,0
1,2,68,20734,9,0
1,2,60,23738,0,0
0,2,58,20735,1,0
1,2,68,20735,9,0
0,2,58,20736,1,0
1,2,68,20736,9,0
1,2,78,44655,11,0
1,2,60,23739,0,0
1,2,60,23740,0,0
0,2,58,20737,1,0
1,2,68,20737,9,0
1,2,78,44656,11,0
1,2,60,23741,0,0
0,2,58,20738,1,0
1,2,68,20738,9,0
1,2,60,23742,0,0
0,2,58,20739,1,0
1,2,68,20739,9,0
1,2,78,44657,11,0
1,2,60,23743,0,0
0,2,58,20740,1,0
1,2,68,20740,9,0
1,2,60,23744,0,0
0,2,58,20741,1,0
1,2,68,20741,9,0
1,2,78,44658,11,0
1,2,60,23745,0,0
0,2,58,20742,1,0
1,2,68,20742,9,0
1,2,60,23746,0,0
1,2,78,44659,11,0
1,2,60,23747,0,0
0,2,58,20743,1,0
1,2,68,20743,9,0
0,2,58,20744,1,0
1,2,68,20744,9,0
0,2,58,20745,1,0
1,2,68,20745,9,0
0,2,58,20746,1,0
1,2,68,20746,9,0
1,2,60,23748,0,0
0,2,58,20747,1,0
1,2,68,20747,9,0
1,2,78,44660,11,0
1,2,60,23749,0,0
0,2,58,20748,1,0
1,2,68,20748,9,0
0,2,58,20749,1,0
1,2,68,20749,9,0
1,2,60,23750,0,0
0,2,58,20750,1,0
1,2,68,20750,9,0
0,2,58,20751,1,0
1,2,68,20751,9,0
1,2,78,44661,11,0
1,2,60,23751,0,0
1,2,60,23752,0,0
0,2,58,20752,1,0
1,2,68,20752,9,0
1,2,78,44662,11,0
1,2,60,23753,0,0
1,2,60,23754,0,0
0,2,58,20753,1,0
1,2,68,20753,9,0
0,2,58,20754,1,0
1,2,68,20754,9,0
1,2,78,44663,11,0
1,2,60,23755,0,0
0,2,58,20755,1,0
1,2,68,20755,9,0
0,2,58,20756,1,0
1,2,68,20756,9,0
1,2,60,23756,0,0
0,2,58,20757,1,0
1,2,68,20757,9,0
1,2,78,44664,11,0
1,2,60,23757,0,0
0,2,58,20758,1,0
1,2,68,20758,9,0
0,2,58,20759,1,0
1,2,68,20759,9,0
0,2,58,20760,1,0
1,2,68,20760,9,0
1,2,60,23758,0,0
1,2,78,44665,11,0
1,2,60,23759,0,0
0,2,58,20761,1,0
1,2,68,20761,9,0
1,2,60,23760,0,0
0,2,58,20762,1,0
1,2,68,20762,9,0
0,2,58,20763,1,0
1,2,68,20763,9,0
1,2,78,44666,11,0
1,2,60,23761,0,0
0,2,58,20764,1,0
1,2,68,20764,9,0
1,2,60,23762,0,0
0,2,58,20765,1,0
1,2,68,20765,9,0
0,2,58,20766,1,0
1,2,68,20766,9,0
0,2,58,20767,1,0
1,2,68,20767,9,0
1,2,78,44667,11,0
1,2,60,23763,0,0
0,2,58,20768,1,0
1,2,68,20768,9,0
1,2,60,23764,0,0
0,2,58,20769,1,0
1,2,68,20769,9,0
1,2,78,44668,11,0
1,2,60,23765,0,0
1,2,60,23766,0,0
0,2,58,20770,1,0
1,2,68,20770,9,0
0,2,58,20771,1,0
1,2,68,20771,9,0
1,2,78,44669,11,0
1,2,60,23767,0,0
1,2,60,23768,0,0
0,2,58,20772,1,0
1,2,68,20772,9,0
1,2,78,44670,11,0
1,2,60,23769,0,0
0,2,58,20773,1,0
1,2,68,20773,9,0
1,2,60,23770,0,0
0,2,58,20774,1,0
1,2,68,20774,9,0
1,2,78,44671,11,0
1,2,60,23771,0,0
0,2,58,20775,1,0
1,2,68,20775,9,0
1,2,60,23772,0,0
0,2,58,20776,1,0
1,2,68,20776,9,0
1,2,78,44672,11,0
1,2,60,23773,0,0
0,2,58,20777,1,0
1,2,68,20777,9,0
1,2,60,23774,0,0
0,2,58,20778,1,0
1,2,68,20778,9,0
0,2,58,20779,1,0
1,2,68,20779,9,0
1,2,78,44673,11,0
1,2,60,23775,0,0
0,2,58,20780,1,0
1,2,68,20780,9,0
0,2,58,20781,1,0
1,2,68,20781,9,0
1,2,60,23776,0,0
1,2,78,44674,11,0
1,2,60,23777,0,0
0,2,58,20782,1,0
1,2,68,20782,9,0
1,2,60,23778,0,0
0,2,58,20783,1,0
1,2,68,20783,9,0
0,2,58,20784,1,0
1,2,68,20784,9,0
1,2,78,44675,11,0
1,2,60,23779,0,0
0,2,58,20785,1,0
1,2,68,20785,9,0
1,2,60,23780,0,0
0,2,58,20786,1,0
1,2,68,20786,9,0
1,2,78,44676,11,0
1,2,60,23781,0,0
1,2,60,23782,0,0
0,2,58,20787,1,0
1,2,68,20787,9,0
1,2,78,44677,11,0
1,2,60,23783,0,0
0,2,58,20788,1,0
1,2,68,20788,9,0
1,2,60,23784,0,0
0,2,58,20789,1,0
1,2,68,20789,9,0
1,2,78,44678,11,0
1,2,60,23785,0,0
1,2,60,23786,0,0
0,2,58,20790,1,0
1,2,68,20790,9,0
1,2,78,44679,11,0
1,2,60,23787,0,0
0,2,58,20791,1,0
1,2,68,20791,9,0
1,2,60,23788,0,0
0,2,58,20792,1,0
1,2,78,44680,11,0
1,2,60,23789,0,0
1,2,68,20792,9,0
1,2,60,23790,0,0
0,2,58,20793,1,0
1,2,68,20793,9,0
1,2,78,44681,11,0
1,2,60,23791,0,0
0,2,58,20794,1,0
1,2,68,20794,9,0
0,2,58,20795,1,0
1,2,68,20795,9,0
1,2,60,23792,0,0
1,2,78,44682,11,0
1,2,60,23793,0,0
0,2,58,20796,1,0
1,2,68,20796,9,0
1,2,60,23794,0,0
0,2,58,20797,1,0
1,2,68,20797,9,0
1,2,78,44683,11,0
1,2,60,23795,0,0
1,2,60,23796,0,0
0,2,58,20798,1,0
1,2,68,20798,9,0
1,2,78,44684,11,0
1,2,60,23797,0,0
1,2,60,23798,0,0
0,2,58,20799,1,0
1,2,68,20799,9,0
0,2,58,20800,1,0
1,2,68,20800,9,0
1,2,78,44685,11,0
1,2,60,23799,0,0
1,2,60,23800,0,0
0,2,58,20801,1,0
1,2,68,20801,9,0
1,2,78,44686,11,0
1,2,60,23801,0,0
0,2,58,20802,1,0
1,2,68,20802,9,0
1,2,60,23802,0,0
0,2,58,20803,1,0
1,2,68,20803,9,0
1,2,78,44687,11,0
1,2,60,23803,0,0
0,2,58,20804,1,0
1,2,68,20804,9,0
1,2,60,23804,0,0
0,2,58,20805,1,0
1,2,68,20805,9,0
1,2,78,44688,11,0
1,2,60,23805,0,0
0,2,58,20806,1,0
1,2,68,20806,9,0
1,2,60,23806,0,0
0,2,58,20807,1,0
1,2,68,20807,9,0
1,2,78,44689,11,0
1,2,60,23807,0,0
1,2,60,23808,0,0
0,2,58,20808,1,0
1,2,68,20808,9,0
1,2,78,44690,11,0
1,2,60,23809,0,0
0,2,58,20809,1,0
1,2,68,20809,9,0
1,2,60,23810,0,0
0,2,58,20810,1,0
1,2,68,20810,9,0
1,2,78,44691,11,0
1,2,60,23811,0,0
1,2,60,23812,0,0
0,2,58,20811,1,0
1,2,68,20811,9,0
1,2,78,44692,11,0
1,2,60,23813,0,0
0,2,58,20812,1,0
1,2,68,20812,9,0
0,2,58,20813,1,0
1,2,68,20813,9,0
1,2,60,23814,0,0
0,2,58,20814,1,0
1,2,68,20814,9,0
1,2,78,44693,11,0
1,2,60,23815,0,0
1,2,60,23816,0,0
0,2,58,20815,1,0
1,2,68,20815,9,0
0,2,58,20816,1,0
1,2,68,20816,9,0
1,2,78,44694,11,0
1,2,60,23817,0,0
0,2,58,20817,1,0
1,2,68,20817,9,0
1,2,60,23818,0,0
0,2,58,20818,1,0
1,2,68,20818,9,0
1,2,78,44695,11,0
1,2,60,23819,0,0
0,2,58,20819,1,0
1,2,68,20819,9,0
1,2,60,23820,0,0
0,2,58,20820,1,0
1,2,68,20820,9,0
1,2,78,44696,11,0
1,2,60,23821,0,0
0,2,58,20821,1,0
1,2,68,20821,9,0
0,2,58,20822,1,0
1,2,68,20822,9,0
1,2,60,23822,0,0
0,2,58,20823,1,0
1,2,68,20823,9,0
1,2,78,44697,11,0
1,2,60,23823,0,0
1,2,60,23824,0,0
0,2,58,20824,1,0
1,2,68,20824,9,0
0,2,58,20825,1,0
1,2,68,20825,9,0
1,2,78,44698,11,0
1,2,60,23825,0,0
0,2,58,20826,1,0
1,2,68,20826,9,0
1,2,60,23826,0,0
0,2,58,20827,1,0
1,2,68,20827,9,0
1,2,78,44699,11,0
1,2,60,23827,0,0
0,2,58,20828,1,0
1,2,68,20828,9,0
1,2,60,23828,0,0
1,2,78,44700,11,0
1,2,60,23829,0,0
0,2,58,20829,1,0
1,2,68,20829,9,0
1,2,60,23830,0,0
0,2,58,20830,1,0
1,2,68,20830,9,0
1,2,78,44701,11,0
1,2,60,23831,0,0
0,2,58,20831,1,0
1,2,68,20831,9,0
1,2,60,23832,0,0
1,2,78,44702,11,0
1,2,60,23833,0,0
0,2,58,20832,1,0
1,2,68,20832,9,0
0,2,58,20833,1,0
1,2,68,20833,9,0
1,2,60,23834,0,0
1,2,78,44703,11,0
1,2,60,23835,0,0
0,2,58,20834,1,0
1,2,68,20834,9,0
1,2,60,23836,0,0
1,2,78,44704,11,0
1,2,60,23837,0,0
0,2,58,20835,1,0
1,2,68,20835,9,0
1,2,60,23838,0,0
0,2,58,20836,1,0
1,2,68,20836,9,0
1,2,78,44705,11,0
1,2,60,23839,0,0
0,2,58,20837,1,0
1,2,68,20837,9,0
1,2,60,23840,0,0
0,2,58,20838,1,0
1,2,68,20838,9,0
1,2,78,44706,11,0
1,2,60,23841,0,0
0,2,58,20839,1,0
1,2,68,20839,9,0
0,2,58,20840,1,0
1,2,68,20840,9,0
1,2,60,23842,0,0
1,2,78,44707,11,0
1,2,60,23843,0,0
0,2,58,20841,1,0
1,2,68,20841,9,0
0,2,58,20842,1,0
1,2,68,20842,9,0
1,2,60,23844,0,0
0,2,58,20843,1,0
1,2,68,20843,9,0
1,2,78,44708,11,0
1,2,60,23845,0,0
0,2,58,20844,1,0
1,2,68,20844,9,0
0,2,58,20845,1,0
1,2,68,20845,9,0
0,2,58,20846,1,0
1,2,68,20846,9,0
1,2,60,23846,0,0
0,2,58,20847,1,0
1,2,68,20847,9,0
0,2,58,20848,1,0
1,2,68,20848,9,0
1,2,78,44709,11,0
1,2,60,23847,0,0
0,2,58,20849,1,0
1,2,68,20849,9,0
0,2,58,20850,1,0
1,2,68,20850,9,0
0,2,58,20851,1,0
1,2,68,20851,9,0
1,2,60,23848,0,0
0,2,58,20852,1,0
1,2,68,20852,9,0
1,2,78,44710,11,0
1,2,60,23849,0,0
1,2,60,23850,0,0
0,2,58,20853,1,0
1,2,68,20853,9,0
0,2,58,20854,1,0
1,2,68,20854,9,0
1,2,78,44711,11,0
1,2,60,23851,0,0
0,2,58,20855,1,0
1,2,68,20855,9,0
1,2,60,23852,0,0
1,2,78,44712,11,0
1,2,60,23853,0,0
0,2,58,20856,1,0
1,2,68,20856,9,0
1,2,60,23854,0,0
1,2,78,44713,11,0
1,2,60,23855,0,0
0,2,58,20857,1,0
1,2,68,20857,9,0
1,2,60,23856,0,0
1,2,78,44714,11,0
1,2,60,23857,0,0
0,2,58,20858,1,0
1,2,68,20858,9,0
1,2,60,23858,0,0
0,2,58,20859,1,0
1,2,68,20859,9,0
0,2,58,20860,1,0
1,2,68,20860,9,0
0,2,58,20861,1,0
1,2,68,20861,9,0
1,2,78,44715,11,0
1,2,60,23859,0,0
1,2,60,23860,0,0
0,2,58,20862,1,0
1,2,68,20862,9,0
1,2,78,44716,11,0
1,2,60,23861,0,0
0,2,58,20863,1,0
1,2,68,20863,9,0
1,2,60,23862,0,0
0,2,58,20864,1,0
1,2,68,20864,9,0
0,2,58,20865,1,0
1,2,68,20865,9,0
1,2,78,44717,11,0
1,2,60,23863,0,0
1,2,60,23864,0,0
0,2,58,20866,1,0
1,2,68,20866,9,0
1,2,78,44718,11,0
1,2,60,23865,0,0
0,2,58,20867,1,0
1,2,68,20867,9,0
0,2,58,20868,1,0
1,2,68,20868,9,0
1,2,60,23866,0,0
0,2,58,20869,1,0
1,2,68,20869,9,0
0,2,58,20870,1,0
1,2,68,20870,9,0
0,2,58,20871,1,0
1,2,68,20871,9,0
1,2,78,44719,11,0
1,2,60,23867,0,0
1,2,60,23868,0,0
0,2,58,20872,1,0
1,2,68,20872,9,0
1,2,78,44720,11,0
1,2,60,23869,0,0
0,2,58,20873,1,0
1,2,68,20873,9,0
0,2,58,20874,1,0
1,2,68,20874,9,0
1,2,60,23870,0,0
0,2,58,20875,1,0
1,2,68,20875,9,0
1,2,78,44721,11,0
1,2,60,23871,0,0
1,2,60,23872,0,0
0,2,58,20876,1,0
1,2,68,20876,9,0
1,2,78,44722,11,0
1,2,60,23873,0,0
0,2,58,20877,1,0
1,2,68,20877,9,0
1,2,60,23874,0,0
0,2,58,20878,1,0
1,2,68,20878,9,0
1,2,78,44723,11,0
1,2,60,23875,0,0
0,2,58,20879,1,0
1,2,68,20879,9,0
1,2,60,23876,0,0
0,2,58,20880,1,0
1,2,68,20880,9,0
1,2,78,44724,11,0
1,2,60,23877,0,0
0,2,58,20881,1,0
1,2,68,20881,9,0
1,2,60,23878,0,0
0,2,58,20882,1,0
1,2,68,20882,9,0
0,2,58,20883,1,0
1,2,68,20883,9,0
1,2,78,44725,11,0
1,2,60,23879,0,0
0,2,58,20884,1,0
1,2,68,20884,9,0
1,2,60,23880,0,0
0,2,58,20885,1,0
1,2,68,20885,9,0
1,2,78,44726,11,0
1,2,60,23881,0,0
0,2,58,20886,1,0
1,2,68,20886,9,0
0,2,58,20887,1,0
1,2,68,20887,9,0
1,2,60,23882,0,0
0,2,58,20888,1,0
1,2,68,20888,9,0
1,2,78,44727,11,0
1,2,60,23883,0,0
1,2,60,23884,0,0
0,2,58,20889,1,0
1,2,68,20889,9,0
1,2,78,44728,11,0
1,2,60,23885,0,0
0,2,58,20890,1,0
1,2,68,20890,9,0
1,2,60,23886,0,0
1,2,78,44729,11,0
1,2,60,23887,0,0
0,2,58,20891,1,0
1,2,68,20891,9,0
0,2,58,20892,1,0
1,2,68,20892,9,0
0,2,58,20893,1,0
1,2,68,20893,9,0
1,2,60,23888,0,0
0,2,58,20894,1,0
1,2,68,20894,9,0
0,2,58,20895,1,0
1,2,68,20895,9,0
1,2,78,44730,11,0
1,2,60,23889,0,0
0,2,58,20896,1,0
1,2,68,20896,9,0
0,2,58,20897,1,0
1,2,68,20897,9,0
1,2,60,23890,0,0
0,2,58,20898,1,0
1,2,68,20898,9,0
1,2,78,44731,11,0
1,2,60,23891,0,0
0,2,58,20899,1,0
1,2,68,20899,9,0
1,2,60,23892,0,0
0,2,58,20900,1,0
1,2,68,20900,9,0
1,2,78,44732,11,0
1,2,60,23893,0,0
1,2,60,23894,0,0
0,2,58,20901,1,0
1,2,68,20901,9,0
1,2,78,44733,11,0
1,2,60,23895,0,0
1,2,60,23896,0,0
0,2,58,20902,1,0
1,2,68,20902,9,0
1,2,78,44734,11,0
1,2,60,23897,0,0
0,2,58,20903,1,0
1,2,68,20903,9,0
1,2,60,23898,0,0
0,2,58,20904,1,0
1,2,68,20904,9,0
1,2,78,44735,11,0
1,2,60,23899,0,0
1,2,60,23900,0,0
0,2,58,20905,1,0
1,2,68,20905,9,0
1,2,78,44736,11,0
1,2,60,23901,0,0
0,2,58,20906,1,0
1,2,68,20906,9,0
0,2,58,20907,1,0
1,2,68,20907,9,0
1,2,60,23902,0,0
1,2,78,44737,11,0
1,2,60,23903,0,0
0,2,58,20908,1,0
1,2,68,20908,9,0
1,2,60,23904,0,0
1,2,78,44738,11,0
1,2,60,23905,0,0
0,2,58,20909,1,0
1,2,68,20909,9,0
1,2,60,23906,0,0
1,2,78,44739,11,0
1,2,60,23907,0,0
0,2,58,20910,1,0
1,2,68,20910,9,0
1,2,60,23908,0,0
0,2,58,20911,1,0
1,2,68,20911,9,0
1,2,78,44740,11,0
1,2,60,23909,0,0
0,2,58,20912,1,0
1,2,68,20912,9,0
1,2,60,23910,0,0
1,2,78,44741,11,0
1,2,60,23911,0,0
0,2,58,20913,1,0
1,2,68,20913,9,0
1,2,60,23912,0,0
1,2,78,44742,11,0
1,2,60,23913,0,0
0,2,58,20914,1,0
1,2,68,20914,9,0
1,2,60,23914,0,0
0,2,58,20915,1,0
1,2,68,20915,9,0
0,2,58,20916,1,0
1,2,68,20916,9,0
1,2,78,44743,11,0
1,2,60,23915,0,0
0,2,58,20917,1,0
1,2,68,20917,9,0
1,2,60,23916,0,0
0,2,58,20918,1,0
1,2,68,20918,9,0
0,2,58,20919,1,0
1,2,68,20919,9,0
1,2,78,44744,11,0
1,2,60,23917,0,0
1,2,60,23918,0,0
0,2,58,20920,1,0
1,2,68,20920,9,0
0,2,58,20921,1,0
1,2,68,20921,9,0
0,2,58,20922,1,0
1,2,68,20922,9,0
1,2,78,44745,11,0
1,2,60,23919,0,0
1,2,60,23920,0,0
0,2,58,20923,1,0
1,2,68,20923,9,0
1,2,78,44746,11,0
1,2,60,23921,0,0
1,2,60,23922,0,0
0,2,58,20924,1,0
1,2,68,20924,9,0
0,2,58,20925,1,0
1,2,68,20925,9,0
1,2,78,44747,11,0
1,2,60,23923,0,0
0,2,58,20926,1,0
1,2,68,20926,9,0
1,2,60,23924,0,0
0,2,58,20927,1,0
1,2,68,20927,9,0
1,2,78,44748,11,0
1,2,60,23925,0,0
0,2,58,20928,1,0
1,2,68,20928,9,0
1,2,60,23926,0,0
0,2,58,20929,1,0
1,2,68,20929,9,0
0,2,58,20930,1,0
1,2,68,20930,9,0
0,2,58,20931,1,0
1,2,68,20931,9,0
1,2,78,44749,11,0
1,2,60,23927,0,0
1,2,60,23928,0,0
0,2,58,20932,1,0
1,2,68,20932,9,0
1,2,78,44750,11,0
1,2,60,23929,0,0
0,2,58,20933,1,0
1,2,68,20933,9,0
1,2,60,23930,0,0
0,2,58,20934,1,0
1,2,68,20934,9,0
1,2,78,44751,11,0
1,2,60,23931,0,0
0,2,58,20935,1,0
1,2,68,20935,9,0
1,2,60,23932,0,0
0,2,58,20936,1,0
1,2,68,20936,9,0
1,2,78,44752,11,0
1,2,60,23933,0,0
1,2,60,23934,0,0
0,2,58,20937,1,0
1,2,68,20937,9,0
1,2,78,44753,11,0
1,2,60,23935,0,0
0,2,58,20938,1,0
1,2,68,20938,9,0
1,2,60,23936,0,0
0,2,58,20939,1,0
1,2,68,20939,9,0
0,2,58,20940,1,0
1,2,68,20940,9,0
1,2,78,44754,11,0
1,2,60,23937,0,0
1,2,60,23938,0,0
0,2,58,20941,1,0
1,2,68,20941,9,0
0,2,58,20942,1,0
1,2,68,20942,9,0
1,2,78,44755,11,0
1,2,60,23939,0,0
1,2,60,23940,0,0
1,2,78,44756,11,0
1,2,60,23941,0,0
0,2,58,20943,1,0
1,2,68,20943,9,0
1,2,60,23942,0,0
0,2,58,20944,1,0
1,2,68,20944,9,0
1,2,78,44757,11,0
1,2,60,23943,0,0
0,2,58,20945,1,0
1,2,68,20945,9,0
0,2,58,20946,1,0
1,2,68,20946,9,0
0,2,58,20947,1,0
1,2,68,20947,9,0
1,2,60,23944,0,0
0,2,58,20948,1,0
1,2,68,20948,9,0
1,2,78,44758,11,0
1,2,60,23945,0,0
1,2,60,23946,0,0
0,2,58,20949,1,0
1,2,68,20949,9,0
0,2,58,20950,1,0
1,2,68,20950,9,0
1,2,78,44759,11,0
1,2,60,23947,0,0
0,2,58,20951,1,0
1,2,68,20951,9,0
1,2,60,23948,0,0
1,2,78,44760,11,0
1,2,60,23949,0,0
0,2,58,20952,1,0
1,2,68,20952,9,0
1,2,60,23950,0,0
1,2,78,44761,11,0
1,2,60,23951,0,0
0,2,58,20953,1,0
1,2,68,20953,9,0
0,2,58,20954,1,0
1,2,68,20954,9,0
0,2,58,20955,1,0
1,2,68,20955,9,0
1,2,60,23952,0,0
0,2,58,20956,1,0
1,2,68,20956,9,0
1,2,78,44762,11,0
1,2,60,23953,0,0
0,2,58,20957,1,0
1,2,68,20957,9,0
1,2,60,23954,0,0
0,2,58,20958,1,0
1,2,68,20958,9,0
0,2,58,20959,1,0
1,2,68,20959,9,0
1,2,78,44763,11,0
1,2,60,23955,0,0
1,2,60,23956,0,0
0,2,58,20960,1,0
1,2,68,20960,9,0
0,2,58,20961,1,0
1,2,68,20961,9,0
1,2,78,44764,11,0
1,2,60,23957,0,0
0,2,58,20962,1,0
1,2,60,23958,0,0
1,2,68,20962,9,0
1,2,78,44765,11,0
1,2,60,23959,0,0
0,2,58,20963,1,0
1,2,68,20963,9,0
1,2,60,23960,0,0
0,2,58,20964,1,0
1,2,68,20964,9,0
1,2,78,44766,11,0
1,2,60,23961,0,0
0,2,58,20965,1,0
1,2,68,20965,9,0
1,2,60,23962,0,0
1,2,78,44767,11,0
1,2,60,23963,0,0
0,2,58,20966,1,0
1,2,68,20966,9,0
1,2,60,23964,0,0
0,2,58,20967,1,0
1,2,68,20967,9,0
1,2,78,44768,11,0
1,2,60,23965,0,0
0,2,58,20968,1,0
1,2,68,20968,9,0
0,2,58,20969,1,0
1,2,68,20969,9,0
1,2,60,23966,0,0
1,2,78,44769,11,0
1,2,60,23967,0,0
0,2,58,20970,1,0
1,2,68,20970,9,0
1,2,60,23968,0,0
1,2,78,44770,11,0
1,2,60,23969,0,0
0,2,58,20971,1,0
1,2,68,20971,9,0
1,2,60,23970,0,0
0,2,58,20972,1,0
1,2,68,20972,9,0
1,2,78,44771,11,0
1,2,60,23971,0,0
0,2,58,20973,1,0
1,2,68,20973,9,0
0,2,58,20974,1,0
1,2,60,23972,0,0
1,2,68,20974,9,0
0,2,58,20975,1,0
1,2,68,20975,9,0
1,2,78,44772,11,0
1,2,60,23973,0,0
0,2,58,20976,1,0
1,2,68,20976,9,0
0,2,58,20977,1,0
1,2,68,20977,9,0
1,2,60,23974,0,0
0,2,58,20978,1,0
1,2,68,20978,9,0
1,2,78,44773,11,0
1,2,60,23975,0,0
1,2,60,23976,0,0
0,2,58,20979,1,0
1,2,68,20979,9,0
0,2,58,20980,1,0
1,2,68,20980,9,0
1,2,78,44774,11,0
1,2,60,23977,0,0
0,2,58,20981,1,0
1,2,68,20981,9,0
1,2,60,23978,0,0
1,2,78,44775,11,0
1,2,60,23979,0,0
0,2,58,20982,1,0
1,2,68,20982,9,0
1,2,60,23980,0,0
0,2,58,20983,1,0
1,2,68,20983,9,0
0,2,58,20984,1,0
1,2,68,20984,9,0
1,2,78,44776,11,0
1,2,60,23981,0,0
0,2,58,20985,1,0
1,2,68,20985,9,0
1,2,60,23982,0,0
0,2,58,20986,1,0
1,2,68,20986,9,0
1,2,78,44777,11,0
1,2,60,23983,0,0
0,2,58,20987,1,0
1,2,68,20987,9,0
1,2,60,23984,0,0
1,2,78,44778,11,0
1,2,60,23985,0,0
0,2,58,20988,1,0
1,2,68,20988,9,0
1,2,60,23986,0,0
0,2,58,20989,1,0
1,2,68,20989,9,0
0,2,58,20990,1,0
1,2,68,20990,9,0
0,2,58,20991,1,0
1,2,68,20991,9,0
1,2,78,44779,11,0
1,2,60,23987,0,0
0,2,58,20992,1,0
1,2,68,20992,9,0
0,2,58,20993,1,0
1,2,68,20993,9,0
1,2,60,23988,0,0
1,2,78,44780,11,0
1,2,60,23989,0,0
0,2,58,20994,1,0
1,2,68,20994,9,0
1,2,60,23990,0,0
0,2,58,20995,1,0
1,2,68,20995,9,0
0,2,58,20996,1,0
1,2,68,20996,9,0
1,2,78,44781,11,0
1,2,60,23991,0,0
1,2,60,23992,0,0
0,2,58,20997,1,0
1,2,68,20997,9,0
1,2,78,44782,11,0
1,2,60,23993,0,0
1,2,60,23994,0,0
0,2,58,20998,1,0
1,2,68,20998,9,0
1,2,78,44783,11,0
1,2,60,23995,0,0
0,2,58,20999,1,0
1,2,68,20999,9,0
0,2,58,21000,1,0
1,2,68,21000,9,0
1,2,60,23996,0,0
1,2,78,44784,11,0
1,2,60,23997,0,0
0,2,58,21001,1,0
1,2,68,21001,9,0
0,2,58,21002,1,0
