Source,Destination,Length,SequenceID,MessageType,Time Interval,Label
0,2,78,61577,11,0.0,0
0,2,60,57618,0,8e-06,0
1,2,58,63057,1,0.007539,0
0,2,68,63057,9,0.00020799999999999985,0
0,2,60,57619,0,0.056116,0
1,2,58,63058,1,0.0005910000000000082,0
0,2,68,63058,9,0.00019299999999999873,0
1,2,58,63059,1,0.017583,0
0,2,68,63059,9,0.0002360000000000001,0
0,2,78,61578,11,0.045558,0
0,2,60,57620,0,1.2999999999985246e-05,0
1,2,58,63060,1,0.02827100000000002,0
0,2,68,63060,9,0.00021499999999999297,0
0,2,60,57621,0,0.03537299999999999,0
1,2,58,63061,1,0.012405,0
0,2,68,63061,9,0.00020900000000001473,0
0,2,78,61579,11,0.04350399999999999,0
0,2,60,57622,0,1.4000000000014001e-05,0
0,2,60,57623,0,0.06388399999999997,0
1,2,58,63062,1,0.012038000000000049,0
0,2,68,63062,9,0.00019299999999999873,0
1,2,58,63063,1,0.015283999999999964,0
0,2,68,63063,9,0.00016700000000002824,0
0,2,78,61580,11,0.03641899999999998,0
0,2,60,57624,0,1.2999999999985246e-05,0
1,2,58,63064,1,0.06075200000000003,0
0,2,68,63064,9,0.00013499999999999623,0
0,2,60,57625,0,0.0029569999999999874,0
0,2,78,61581,11,0.064141,0
0,2,60,57626,0,1.3000000000040757e-05,0
1,2,58,63065,1,0.017291999999999974,0
0,2,68,63065,9,0.00021399999999993646,0
1,2,58,63066,1,0.011036000000000046,0
0,2,68,63066,9,0.00017800000000001148,0
0,2,60,57627,0,0.027156999999999987,0
1,2,58,63067,1,0.027337999999999973,0
0,2,68,63067,9,0.00015799999999999148,0
0,2,78,61582,11,0.03671900000000006,0
0,2,60,57628,0,1.3000000000040757e-05,0
1,2,58,63068,1,0.03829399999999994,0
0,2,68,63068,9,0.000156000000000045,0
0,2,60,57629,0,0.025294999999999956,0
0,2,78,61583,11,0.06412200000000001,0
0,2,60,57630,0,1.2000000000012001e-05,0
1,2,58,63069,1,0.018962000000000034,0
0,2,68,63069,9,0.00018799999999996597,0
0,2,60,57631,0,0.04471000000000003,0
1,2,58,63070,1,0.010888000000000009,0
0,2,68,63070,9,0.00023899999999998922,0
0,2,78,61584,11,0.05291999999999997,0
0,2,60,57632,0,2.199999999996649e-05,0
1,2,58,63071,1,0.03281400000000001,0
0,2,68,63071,9,0.00025200000000003,0
0,2,60,57633,0,0.022868,0
1,2,58,63072,1,0.050485,0
