Time,Source,Destination,Protocol,Length,SequenceID,MessageType
2.226838,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19154,9
2.251140,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19155,1
2.251322,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19155,9
2.256911,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43828,11
2.256930,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22093,0
2.320981,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22094,0
2.374794,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19156,1
2.374991,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19156,9
2.384917,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43829,11
2.384936,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22095,0
2.448922,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22096,0
2.468350,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19157,1
2.468586,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19157,9
2.504949,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43830,11
2.504968,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22097,0
2.568985,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22098,0
2.569355,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19158,1
2.569538,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19158,9
2.620385,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19159,1
2.620599,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19159,9
2.632960,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43831,11
2.632979,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22099,0
2.660138,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19160,1
2.660287,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19160,9
2.686022,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19161,1
2.686177,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19161,9
2.696982,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22100,0
2.709846,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19162,1
2.710022,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19162,9
2.719043,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19163,1
2.719263,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19163,9
2.738373,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19164,1
2.738518,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19164,9
2.760951,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,78,43832,11
2.760969,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22101,0
2.811375,b8:ce:f6:5e:6b:4a,01:1b:19:00:00:00,PTPv2,58,19165,1
2.811606,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,68,19165,9
2.824930,c4:5a:b1:3a:1b:46,01:1b:19:00:00:00,PTPv2,60,22102,0
