Time,Source,Destination,Protocol,Length,SequenceID,MessageType
36.330771,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61199,Sync
36.346768,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61175,Sync
36.365773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61221,Sync
36.368230,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,212,Delay_Req
36.368456,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,212,Delay_Resp
36.375999,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63418,Announce
36.376023,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61300,Sync
36.378775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61079,Sync
36.393781,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61128,Sync
36.406776,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61200,Sync
36.408059,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,213,Delay_Req
36.408289,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,213,Delay_Resp
36.419772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61222,Sync
36.434769,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61248,Sync
36.439858,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61301,Sync
36.448775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61105,Sync
36.462779,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61201,Sync
36.475773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61081,Sync
36.489768,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61277,Sync
36.495956,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63419,Announce
36.495985,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61302,Sync
36.507782,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61155,Sync
36.518473,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,214,Delay_Req
36.518679,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,214,Delay_Resp
36.521776,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61224,Sync
36.535769,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61179,Sync
36.542853,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,215,Delay_Req
36.543038,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,215,Delay_Resp
36.549776,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61251,Sync
36.559804,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61303,Sync
36.562865,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61108,Sync
36.576774,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60989,Sync
36.589771,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61279,Sync
36.603768,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61013,Sync
36.613200,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,216,Delay_Req
36.613409,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,216,Delay_Resp
36.619776,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61180,Sync
36.623949,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63420,Announce
36.623978,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61304,Sync
36.634768,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60990,Sync
36.655772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61038,Sync
36.670779,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61280,Sync
36.683773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61253,Sync
36.687787,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61305,Sync
36.700773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61204,Sync
36.713784,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61134,Sync
36.719581,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,217,Delay_Req
36.719744,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,217,Delay_Resp
36.726772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61281,Sync
36.739769,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61254,Sync
36.751870,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63421,Announce
36.751899,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61306,Sync
36.754774,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61135,Sync
36.768771,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61228,Sync
36.781767,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61282,Sync
36.793778,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60930,Sync
36.807852,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61307,Sync
36.809779,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61255,Sync
36.822775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60948,Sync
36.835769,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61206,Sync
36.838134,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,218,Delay_Req
36.838325,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,218,Delay_Resp
36.852772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61283,Sync
36.866802,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61136,Sync
36.871950,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63422,Announce
36.871977,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61308,Sync
36.880769,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61230,Sync
36.893787,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61137,Sync
36.906767,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61257,Sync
36.920770,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61018,Sync
36.927372,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,219,Delay_Req
36.927532,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,219,Delay_Resp
36.933778,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61042,Sync
36.935808,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61309,Sync
36.949777,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61161,Sync
36.966775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61285,Sync
36.981775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61185,Sync
36.995871,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61208,Sync
36.999976,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63423,Announce
37.000004,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61310,Sync
37.001693,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,220,Delay_Req
37.001835,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,220,Delay_Resp
37.013789,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61286,Sync
37.028772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61140,Sync
37.046775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61234,Sync
37.061773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61261,Sync
37.063866,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61311,Sync
37.076773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61287,Sync
37.088779,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61188,Sync
37.101767,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60918,Sync
37.115775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61235,Sync
37.116493,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,221,Delay_Req
37.116671,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,221,Delay_Resp
37.120030,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63424,Announce
37.120061,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61312,Sync
37.135788,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61288,Sync
37.158772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61141,Sync
37.168522,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,222,Delay_Req
37.168745,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,222,Delay_Resp
37.181778,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61069,Sync
37.183832,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61313,Sync
37.196774,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61165,Sync
37.218770,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61236,Sync
37.232775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61289,Sync
37.247970,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63425,Announce
37.247998,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61314,Sync
37.252769,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61263,Sync
37.253769,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,223,Delay_Req
37.253956,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,223,Delay_Resp
37.264781,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61142,Sync
37.281767,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61118,Sync
37.293400,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,224,Delay_Req
37.293528,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,224,Delay_Resp
37.298776,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61070,Sync
37.310780,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61143,Sync
37.311865,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61315,Sync
37.324788,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61167,Sync
37.341775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61291,Sync
37.349298,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,225,Delay_Req
37.349522,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,225,Delay_Resp
37.355771,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61265,Sync
37.367774,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60937,Sync
37.375979,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63426,Announce
37.376007,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61316,Sync
37.381780,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61214,Sync
37.395768,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61168,Sync
37.413767,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61266,Sync
37.428779,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60921,Sync
37.440133,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61317,Sync
37.441780,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61097,Sync
37.456144,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61215,Sync
37.459032,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,226,Delay_Req
37.459161,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,226,Delay_Resp
37.478775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61293,Sync
37.492773,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61193,Sync
37.496433,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63427,Announce
37.496474,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61318,Sync
37.499498,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,227,Delay_Req
37.499665,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,227,Delay_Resp
37.505771,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61003,Sync
37.508482,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,228,Delay_Req
37.508693,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,228,Delay_Resp
37.517782,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61216,Sync
37.532778,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61241,Sync
37.544772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61294,Sync
37.546294,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,229,Delay_Req
37.546417,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,229,Delay_Resp
37.557775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60855,Sync
37.560095,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61319,Sync
37.571776,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61147,Sync
37.586774,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61217,Sync
37.600772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61269,Sync
37.614793,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61295,Sync
37.624430,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63428,Announce
37.624470,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61320,Sync
37.628780,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61171,Sync
37.645736,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,230,Delay_Req
37.645916,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,230,Delay_Resp
37.648768,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,60939,Sync
37.663768,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61243,Sync
37.675775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61076,Sync
37.687772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61270,Sync
37.687819,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61321,Sync
37.701775,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61172,Sync
37.705337,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,231,Delay_Req
37.705470,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,231,Delay_Resp
37.721772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61077,Sync
37.733028,b8:ce:f6:5e:6a:fa,01:1b:19:00:00:00,PTPv2,58,232,Delay_Req
37.733207,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,68,232,Delay_Resp
37.736770,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61297,Sync
37.751927,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,78,63429,Announce
37.751956,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61322,Sync
37.752772,c4:5a:b1:80:60:8a,01:1b:19:00:00:00,PTPv2,60,61218,Sync
