"No.","Time","Source","Destination","Protocol","Length","Info"
"18358","252.946954","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18366","253.061669","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18367","253.066982","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18377","253.195004","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18379","253.209674","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18386","253.322753","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18388","253.352667","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18395","253.442900","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18399","253.494675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18404","253.570943","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18409","253.642684","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18413","253.691406","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18418","253.787682","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18422","253.819048","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18430","253.942692","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18431","253.946951","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18439","254.067023","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18441","254.085669","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18448","254.195423","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18452","254.232672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18457","254.314962","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18463","254.385670","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18467","254.442965","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18472","254.529688","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18476","254.571055","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18484","254.683735","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18485","254.691054","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18493","254.819055","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18495","254.829683","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18502","254.947024","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18504","254.974692","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18511","255.067113","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18515","255.122671","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18522","255.195591","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18527","255.273671","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18531","255.314959","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18539","255.427665","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18540","255.443012","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18548","255.571046","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18550","255.576677","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18557","255.691024","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18561","255.731671","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18566","255.819272","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18571","255.884672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18575","255.947143","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18580","256.027672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18584","256.067057","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18592","256.184678","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18593","256.195053","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18601","256.322834","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18603","256.326684","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18611","256.442980","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18613","256.476679","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18620","256.571017","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18624","256.620673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18629","256.690981","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18634","256.766672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18638","256.818972","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18646","256.918682","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18647","256.946995","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18655","257.065677","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18656","257.067021","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18666","257.194946","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18668","257.212848","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18675","257.322761","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18679","257.356680","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18684","257.442965","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18688","257.504672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18693","257.570977","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18698","257.658675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18702","257.690955","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18710","257.810686","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18711","257.818976","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18719","257.947436","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18721","257.962675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18728","258.067041","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18732","258.109684","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18737","258.195039","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18741","258.253671","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18746","258.322840","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18752","258.407669","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18756","258.443414","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18766","258.551672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18767","258.571015","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18775","258.691066","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18777","258.699675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18784","258.819057","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18786","258.843668","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18793","258.947020","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18797","258.988679","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18802","259.067044","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18807","259.139677","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18811","259.195004","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18818","259.284672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18822","259.322972","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18830","259.429673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18831","259.443046","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18839","259.571016","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18841","259.573671","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18848","259.691528","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18850","259.716681","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18857","259.819467","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18861","259.863670","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18866","259.947454","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18871","260.007678","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18875","260.067038","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18880","260.151685","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18884","260.195012","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18892","260.298680","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18893","260.315032","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18902","260.441673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18903","260.443667","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18911","260.571681","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18913","260.589672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18920","260.691073","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18924","260.739682","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18929","260.819487","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18934","260.884690","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18938","260.947071","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18943","261.030670","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18947","261.067051","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18955","261.176675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18956","261.195090","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18966","261.315086","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18968","261.319672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18975","261.443504","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18977","261.463676","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18984","261.571153","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18988","261.606679","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18993","261.691157","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"18997","261.752676","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19002","261.819169","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19007","261.899675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19011","261.947127","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19019","262.046668","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19020","262.067149","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19028","262.192857","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19029","262.196185","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19037","262.316075","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19039","262.339669","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19047","262.443335","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19051","262.490672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19056","262.571351","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19061","262.638675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19065","262.691260","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19070","262.784675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19074","262.819222","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19082","262.927664","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19083","262.947263","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19091","263.067256","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19093","263.070703","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19100","263.195250","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19102","263.220693","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19112","263.322881","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19116","263.371669","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19121","263.443319","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19126","263.521667","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19130","263.571117","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19138","263.668669","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19139","263.691223","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19147","263.813665","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19148","263.819080","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19156","263.947105","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19158","263.959686","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19165","264.067105","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19167","264.105671","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19174","264.195061","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19178","264.249667","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19183","264.322925","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19189","264.393668","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19193","264.443045","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19198","264.539686","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19202","264.571060","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19210","264.682672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19211","264.691140","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19219","264.819105","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19221","264.825682","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19228","264.947067","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19230","264.970684","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19237","265.067142","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19241","265.117692","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19246","265.195138","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19253","265.259668","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19257","265.315341","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19262","265.405679","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19266","265.443550","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19274","265.558681","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19275","265.571496","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19283","265.691471","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19285","265.707677","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19292","265.819516","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19296","265.860667","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19301","265.947504","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19306","266.004664","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19310","266.069855","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19315","266.148703","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19319","266.195515","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19327","266.294674","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19328","266.315545","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19337","266.439667","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19338","266.443550","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19346","266.571559","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19348","266.587673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19355","266.691543","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19359","266.738668","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19364","266.819537","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19369","266.889681","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19373","266.947562","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19378","267.033689","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19382","267.067514","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19390","267.184886","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19391","267.195546","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19401","267.323354","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19403","267.327682","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19410","267.443549","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19412","267.474673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19419","267.571494","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19423","267.621677","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19428","267.691529","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19433","267.770681","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19437","267.819503","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19445","267.923673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19446","267.947526","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19454","268.067153","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19456","268.073670","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19463","268.195158","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19465","268.224689","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19472","268.322847","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19476","268.369667","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19482","268.443160","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19487","268.513666","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19491","268.571162","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19496","268.659670","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19500","268.691180","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19508","268.810673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19509","268.819170","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19517","268.947179","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19519","268.959675","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19526","269.067142","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19530","269.112672","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19535","269.195178","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19542","269.259687","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19546","269.323050","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19551","269.407664","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19555","269.443173","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19563","269.557680","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19564","269.571138","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19572","269.691186","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19574","269.710688","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19581","269.819195","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19585","269.861673","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19590","269.947285","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19595","270.011689","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19599","270.067247","Dell_80:60:8a","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
"19604","270.156679","MellanoxTech_5e:6a:fa","IEEEI&MSocie_00:00:00","PTPv2","78","Announce Message"
